"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-12-01","CT","1","Dirt","Dixie Sunrise"," 1 ","1","5-2","Wladimir Rocha","William Lewis, Jr."
"2021-12-01","CT","1","Dirt","Buff N"," 2 ","2","2-1","Jose Montano","Crystal Pickett"
"2021-12-01","CT","1","Dirt","Corky Cowgirl"," 3 ","3","5-1","Reshawn Latchman","Jamie Collyer"
"2021-12-01","CT","1","Dirt","Audrey Lucille"," 4 ","4","15-1","Victor Rodriguez","Edwin Tobin"
"2021-12-01","CT","1","Dirt","Miss Morgantown"," 5 ","5","6-1","Fredy Peltroche","Ronney Brown"
"2021-12-01","CT","1","Dirt","Flirting Fuhr Avie"," 6 ","6","12-1","Jason Simpson","Marshall Campbell"
"2021-12-01","CT","1","Dirt","Suzie Q Sonde"," 7 ","7","9-2","Wesley Ho","Joan Reynolds"
"2021-12-01","CT","2","Dirt","Sweet Nation"," 1 ","1","50-1","Alisson Nunez","Diana McClure"
"2021-12-01","CT","2","Dirt","Allaboutthebeach"," 2 ","2","15-1","Carlos Lopez","Diosdado Iglesias"
"2021-12-01","CT","2","Dirt","Jaime Jamel"," 3 ","3","7-5","Joseph Trejos","Jaime Cruz"
"2021-12-01","CT","2","Dirt","We're From Bristol"," 4 ","4","2-1","Denis Araujo","Madison Meyers"
"2021-12-01","CT","2","Dirt","Ascended"," 5 ","5","3-1","Darius Thorpe","David Walters"
"2021-12-01","CT","2","Dirt","Berrinche"," 6 ","6","15-1","Victor Rodriguez","Mark Shanley"
"2021-12-01","CT","2","Dirt","Forcinex"," 7 ","7","30-1","Jerry Villegas","Scott Lane"
"2021-12-01","CT","2","Dirt","What About Shorty"," 8 ","8","30-1","Jason Simpson","Mark Racanelli"
"2021-12-01","CT","2","Dirt","Split the Pack"," 9 ","9","10-1","Jan Marrero","Scott Lane"
"2021-12-01","CT","3","Dirt","Proudly Elegant"," 1 ","1","15-1","Christian Hiraldo","Kristy Gazzier"
"2021-12-01","CT","3","Dirt","Test Me I Dare U"," 2 ","2","6-1","Victor Rodriguez","Edwin Tobin"
"2021-12-01","CT","3","Dirt","Creative Splendor"," 3 ","3","2-1","Arnaldo Bocachica","Jeff Runco"
"2021-12-01","CT","3","Dirt","Walk a Fine Line"," 4 ","4","5-2","Alisson Nunez","Javier Contreras"
"2021-12-01","CT","3","Dirt","How Is She"," 5 ","5","9-2","Gerald Almodovar","James Casey"
"2021-12-01","CT","3","Dirt","Feel the Love"," 6 ","6","3-1","Jose Montano","Crystal Pickett"
"2021-12-01","CT","4","Dirt","Castle Five"," 1 ","1","8-5","Jose Montano","Ronney Brown"
"2021-12-01","CT","4","Dirt","Buddy's Run"," 2 ","2","5-2","Gerald Almodovar","Kevin Patterson"
"2021-12-01","CT","4","Dirt","Gattosing"," 3 ","3","15-1","Alisson Nunez","Michael Jones, Jr."
"2021-12-01","CT","4","Dirt","Shackled"," 4 ","4","15-1","Brandon Whitacre","Andrew Murtaugh"
"2021-12-01","CT","4","Dirt","Fit But Fat"," 5 ","5","12-1","Victor Rodriguez","Curtis Bass"
"2021-12-01","CT","4","Dirt","I'd Like to Know"," 6 ","6","20-1","Jerry Villegas","Mike Butts"
"2021-12-01","CT","4","Dirt","Ring the Bella"," 7 ","7","12-1","Alexis Rios-Conde","Kevin Joy"
"2021-12-01","CT","4","Dirt","Bearcat Kitten"," 8 ","8","10-1","Jan Marrero","Rhea Pennella"
"2021-12-01","CT","4","Dirt","Fluent in Sarcasm"," 9 ","9","9-2","Christian Hiraldo","Ronney Brown"
"2021-12-01","CT","5","Dirt","Blue Bonnie"," 1 ","1","15-1","Javier Rivera","Keturah Obed-Letts"
"2021-12-01","CT","5","Dirt","Miss Casey"," 2 ","2","9-5","Arnaldo Bocachica","Anthony Farrior"
"2021-12-01","CT","5","Dirt","Tell Alexis"," 3 ","3","15-1","Reshawn Latchman","John McKee"
"2021-12-01","CT","5","Dirt","Nameeomee"," 4 ","4","20-1","Christian Hiraldo","Marion Cuttino"
"2021-12-01","CT","5","Dirt","Acorn Dancer"," 5 ","5","30-1","Keimar Trotman","John McKee"
"2021-12-01","CT","5","Dirt","Awesome Lawson"," 6 ","6","5-1","Walter Cullum","Jeff Runco"
"2021-12-01","CT","5","Dirt","Shiny Penny"," 7 ","7","3-1","Jose Montano","Crystal Pickett"
"2021-12-01","CT","5","Dirt","Better Call Mama"," 8 ","8","7-2","Luis Batista","Jonathan Maldonado"
"2021-12-01","CT","5","Dirt","Reign On and On"," 9 ","9","12-1","Darius Thorpe","Terry Huet"
"2021-12-01","CT","6","Dirt","Wolf Creek Pass"," 1 ","1","3-1","Gerald Almodovar","Jean Rofe"
"2021-12-01","CT","6","Dirt","Missing My Point"," 2 ","2","6-1","Jerry Villegas","Crystal Pickett"
"2021-12-01","CT","6","Dirt","Sense of Music"," 3 ","3","5-1","Jose Montano","Crystal Pickett"
"2021-12-01","CT","6","Dirt","Grandma Schnur"," 4 ","4","12-1","Victor Rodriguez","Anthony Rideoutt II"
"2021-12-01","CT","6","Dirt","Smooth Dancer"," 5 ","5","9-2","Carlos Lopez","Benjamin Feliciano, Jr."
"2021-12-01","CT","6","Dirt","Borrowed Angel"," 6 ","6","30-1","Jason Simpson","James Locklear"
"2021-12-01","CT","6","Dirt","Who's Your Daddy"," 7 ","7","15-1","Gustavo Larrosa","Diana McClure"
"2021-12-01","CT","6","Dirt","Chubby Warrior"," 8 ","8","8-1","Wesley Ho","Ronney Brown"
"2021-12-01","CT","6","Dirt","Slip Slidin"," 9 ","9","30-1","Felino Lima","Joseph Stehr"
"2021-12-01","CT","6","Dirt","Adabel","10 ","10","7-2","Alisson Nunez","Raul Garrido"
"2021-12-01","CT","7","Dirt","Lady Madison"," 1 ","1","10-1","Victor Rodriguez","William Atkins"
"2021-12-01","CT","7","Dirt","Coach Rube"," 2 ","2","5-1","Wesley Ho","Michael Jones, Jr."
"2021-12-01","CT","7","Dirt","Grace Elizabeth"," 3 ","3","5-2","Arnaldo Bocachica","Jeff Runco"
"2021-12-01","CT","7","Dirt","Secret Castle"," 4 ","4","7-2","Fredy Peltroche","Ronney Brown"
