"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","4","10"
"AQU","5","11"
"AQU","6","11"
"AQU","7","9"
"AQU","8","10"
"AQU","9","16"
"FG","2","10"
"FG","8","11"
"FG","9","11"
"GG","4","10"
"GG","5","9"
"GG","6","9"
"GG","7","12"
"GG","9","9"
"GG","11","11"
"GP","1","11"
"GP","5","10"
"GP","7","10"
"GP","8","9"
"GP","9","14"
"GP","10","11"
"LA","9","10"
"LRC","5","11"
"LRC","6","13"
"LRC","7","9"
"LRC","11","9"
"MNR","1","9"
"MNR","5","10"
"MNR","7","9"
"MNR","8","12"
"OP","2","9"
"OP","5","10"
"OP","6","9"
"OP","7","13"
"OP","9","11"
"TP","1","12"
"TP","2","13"
"TP","3","14"
"TP","4","12"
"TP","5","14"
"TP","6","13"
"TP","7","12"
"TP","8","12"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","8","9"
"ZIA","9","9"
"ZIA","10","10"
