"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-02-17","CT","MAIDEN CLAIMING($10,000) ","4","Fifth Illusion","5-2"," 6 ","6","FTL","Fed Biz"
"2021-02-17","DED","MAIDEN CLAIMING($10,000) ","3","Zcat's Chatain","12-1"," 9 ","9","FTL","Chatain"
"2021-02-17","DED","MAIDEN CLAIMING($20,000) ","5","Apache Unbridled","20-1"," 8 ","8","FTL","Tapiture"
"2021-02-17","GP","MAIDEN CLAIMING($35,000) ","1","Suspicious Minds","4-1"," 3 ","3","FTL","Lemon Drop Kid"
"2021-02-17","GP","MAIDEN SPECIAL WEIGHT ","3","Caxambas Candy","8-1"," 1 ","1","FTL","Twirling Candy"
"2021-02-17","GP","MAIDEN SPECIAL WEIGHT ","3","Welshman","6-1"," 2 ","2","FTL","Flintshire*GB"
"2021-02-17","GP","MAIDEN SPECIAL WEIGHT ","3","Grey Streak","12-1"," 6 ","6","FTL","Grey Swallow*Ire"
"2021-02-17","GP","CLAIMING($12,500) ","4","H P Big Hope","6-1"," 1 ","1","FTL","Effinex"
"2021-02-17","GP","MAIDEN CLAIMING($20,000) ","5","Starship Mozart","15-1"," 2 ","2","FTL","Cairo Prince"
"2021-02-17","GP","MAIDEN CLAIMING($20,000) ","5","Mayor Remo","20-1"," 8 ","8","FTL","Treasure Beach*GB"
"2021-02-17","GP","CLAIMING($16,000) ","6","Lifechangingevent","3-1"," 3 ","3","FTL","Soldat"
"2021-02-17","GP","STARTER OPTIONAL CLAIMING($50,000) ","9","Coworth Park","9-2"," 2 ","2","FTL","Lea"
"2021-02-17","GP","STARTER OPTIONAL CLAIMING($50,000) ","9","My Miss Miracle","8-1"," 5 ","5","FTL","Kantharos"
"2021-02-17","GP","MAIDEN CLAIMING($16,000) ","10","Bonheur","20-1"," 1 ","1","FTL","Munnings"
"2021-02-17","GP","MAIDEN CLAIMING($16,000) ","10","Isla Bonita","30-1"," 7 ","7","FTL","Stormy Atlantic"
"2021-02-17","GP","MAIDEN CLAIMING($16,000) ","10","I'm a Coco Pebbles","3-1","16 ","16","FTL","He's Had Enough"
"2021-02-17","HOU","MAIDEN CLAIMING($50,000) ","3","Astrophysicist","15-1"," 7 ","7","FTL","Magician*Ire"
"2021-02-17","HOU","MAIDEN CLAIMING($50,000) ","3","Mom's Prayer","12-1"," 8 ","8","FTL","Songandaprayer"
"2021-02-17","HOU","MAIDEN CLAIMING($50,000) ","8","Mula Omega","12-1","2  ","1","FTL","Mula Gula"
"2021-02-17","HOU","MAIDEN CLAIMING($50,000) ","8","Magna Punch","15-1","3  ","2","FTL","Magna Graduate"
"2021-02-17","HOU","MAIDEN CLAIMING($50,000) ","8","Go Marvin Go","15-1","5  ","4","FTL","Bradester"
"2021-02-17","HOU","MAIDEN CLAIMING($50,000) ","8","Carioca","7-2","7  ","6","FTL","Twirling Candy"
"2021-02-17","MVR","MAIDEN SPECIAL WEIGHT ","2","Western Hope","15-1"," 5 ","5","FTL","Western Pride"
"2021-02-17","PEN","MAIDEN CLAIMING($14,000) ","1","Alleyesfollowbelle","10-1"," 5 ","5","FTL","Storm Wolf"
"2021-02-17","PEN","MAIDEN SPECIAL WEIGHT ","9","Get Down Brown","4-1"," 4 ","4","FTL","Big Brown"
"2021-02-17","PRX","MAIDEN CLAIMING($10,000) ","2","Misbehaving Lady","5-1"," 5 ","5","FTL","Air Force Blue"
"2021-02-17","TAM","MAIDEN CLAIMING($8,000) ","4","Better Boat","6-1"," 1 ","1","FTL","Bayern"
"2021-02-17","TAM","MAIDEN CLAIMING($8,000) ","4","Senorita Aurora","10-1"," 4 ","4","FTL","Khozan"
"2021-02-17","TUP","MAIDEN CLAIMING($12,500) ","2","Flower Star","6-1"," 2 ","2","FTL","Macho Uno"
"2021-02-17","TUP","MAIDEN CLAIMING($12,500) ","9","Park Lane Lad","8-1"," 2 ","2","FTL","Mr. Gold Mover"
"2021-02-17","TUP","MAIDEN CLAIMING($12,500) ","9","Legal Weapon","6-1"," 3 ","3","FTL","U S Ranger"
"2021-02-17","TUP","MAIDEN CLAIMING($12,500) ","9","Moonlite Graham","4-1"," 7 ","7","FTL","Uh Oh Bango"
