"Track","RaceNumber","HorsesRunning"
"ARP","6","9"
"CBY","6","10"
"CBY","7","10"
"CBY","8","10"
"DEL","2","10"
"DEL","4","14"
"DEL","7","10"
"DEL","8","10"
"FL","1","9"
"FL","4","9"
"FL","5","9"
"FL","6","12"
"FL","7","9"
"FL","8","11"
"FL","9","10"
"FP","2","9"
"FP","3","10"
"FP","5","10"
"FP","7","10"
"IND","5","11"
"IND","6","9"
"IND","7","12"
"IND","9","11"
"IND","10","12"
"LAD","2","9"
"LAD","4","11"
"LAD","7","11"
"MNR","5","9"
"MNR","8","9"
"MNR","9","10"
"PID","4","9"
"PID","5","14"
"PID","8","9"
"PRM","2","9"
"PRM","3","9"
"PRM","4","10"
"PRM","10","9"
"PRX","2","9"
"PRX","4","12"
"PRX","6","11"
"PRX","7","10"
"PRX","9","9"
"PRX","10","10"
"TDN","3","10"
