"Track","RaceNumber","HorsesRunning"
"BEL","2","13"
"BEL","5","15"
"BEL","6","11"
"BEL","7","10"
"BEL","8","9"
"BEL","9","16"
"GP","1","9"
"GP","9","9"
"GRP","2","9"
"GRP","3","9"
"GRP","4","9"
"HAW","8","13"
"KEE","3","16"
"KEE","4","10"
"KEE","5","10"
"KEE","6","13"
"KEE","7","11"
"KEE","8","14"
"KEE","9","16"
"KES","1","16"
"KES","2","13"
"KES","3","14"
"LA","7","10"
"LA","9","9"
"LA","10","10"
"LRL","1","11"
"LRL","4","16"
"LRL","5","10"
"LRL","6","11"
"LRL","7","14"
"LRL","8","9"
"LRL","9","12"
"MNR","8","12"
"SA","5","9"
"SA","7","9"
"SA","8","10"
"SA","9","14"
"WRD","5","10"
"WRD","8","10"
"WRD","9","10"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","9"
"ZIA","4","11"
"ZIA","5","10"
"ZIA","6","11"
"ZIA","10","9"
"ZIA","11","11"
