"Track","RaceNumber","HorsesRunning"
"AZD","9","9"
"BTP","5","10"
"BTP","7","14"
"BTP","8","10"
"CBY","5","11"
"CBY","6","10"
"CBY","8","9"
"DED","1","10"
"DED","3","10"
"DED","6","10"
"DED","8","9"
"DED","9","10"
"DEL","3","13"
"DEL","5","14"
"DEL","7","14"
"DEL","8","14"
"EVD","7","9"
"EVD","8","10"
"IND","3","10"
"IND","4","10"
"IND","5","9"
"IND","6","9"
"IND","7","9"
"IND","8","10"
"IND","9","14"
"IND","10","9"
"MNR","1","11"
"MNR","2","12"
"MNR","3","12"
"PEN","3","12"
"PRX","7","14"
"PRX","8","13"
"PRX","10","14"
"PRX","11","15"
"TDN","2","9"
