"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-12-06","AQU","MAIDEN SPECIAL WEIGHT ","4","Aunt Kat","6-1"," 2 ","2","FTL","Uncle Mo"
"2020-12-06","FG","ALLOWANCE OPTIONAL CLAIMING($50,000) ","4","Risky Reward","3-1"," 3 ","3","FTL","Mshawish"
"2020-12-06","FG","ALLOWANCE OPTIONAL CLAIMING($50,000) ","4","Dont Float the Ice","6-1"," 5 ","5","FTL","Can the Man"
"2020-12-06","FG","MAIDEN SPECIAL WEIGHT ","8","Mo Time At All","6-1","1  ","2","FTL","Uncle Mo"
"2020-12-06","GP","MAIDEN CLAIMING($12,500) ","4","Awesome Annmarie","12-1"," 1 ","1","FTL","Awesome of Course"
"2020-12-06","GP","ALLOWANCE OPTIONAL CLAIMING($25,000) ","8","All Come True (FR)","9-2"," 7 ","7","FTL","Intello*Ger"
"2020-12-06","LA","MAIDEN ","5","Run La Llorona Run","12-1"," 3 ","3","FTL","Ec Jet One"
"2020-12-06","LA","MAIDEN ","5","Dollys Talent","6-1"," 6 ","6","FTL","Prime Talent"
"2020-12-06","LRL","WAIVER MAIDEN CLAIMING($35,000) ","3","Hot to Party","15-1"," 7 ","7","FTL","Desert Party"
"2020-12-06","LRL","WAIVER MAIDEN CLAIMING($25,000) ","8","Start the Parade","10-1"," 2 ","2","FTL","Jump Start"
"2020-12-06","MNR","MAIDEN CLAIMING($14,000) ","3","Zia Adelia","12-1"," 6 ","6","FTL","Liaison"
"2020-12-06","MNR","MAIDEN CLAIMING($14,000) ","3","Qt Bliegh","10-1"," 7 ","7","FTL","Mineshaft"
"2020-12-06","MNR","MAIDEN CLAIMING($14,000) ","3","Mi Amiga Diabla","6-1"," 8 ","8","FTL","Firing Line"
