"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-10-30","BEL","MAIDEN SPECIAL WEIGHT ","6","Tabula Rasa","12-1"," 4 ","4","FTL","Stephanoatsee"
"2020-10-30","BEL","ALLOWANCE ","7","Suggestive Honor (ARG)","12-1"," 9 ","9","FTL","Suggestive Boy*Arg"
"2020-10-30","BEL","MAIDEN CLAIMING($40,000) ","10","Hard D S C","10-1"," 1 ","1","FTL","Hard Spun"
"2020-10-30","CT","MAIDEN SPECIAL WEIGHT ","5","Mindyourpsandqs","10-1"," 6 ","6","FTL","Midnight's Child"
"2020-10-30","EVD","MAIDEN ","2","Glimpse of Cinnamon","6-1"," 2 ","2","FTL","Glimpse of Greatness"
"2020-10-30","EVD","MAIDEN ","2","Littlebizooms","15-1"," 9 ","9","FTL","Mr Jess Perry"
"2020-10-30","EVD","MAIDEN ","7","Shaundas First Prize","12-1"," 2 ","2","FTL","Make It Anywhere"
"2020-10-30","EVD","MAIDEN CLAIMING($10,000) ","9","Patriots Chic","5-1"," 1 ","1","FTL","Jet Black Patriot"
"2020-10-30","HAW","ALLOWANCE OPTIONAL CLAIMING($62,500) ","8","Ride Richie Ride","5-2"," 6 ","6","FTL","Verrazano"
"2020-10-30","HAW","MAIDEN CLAIMING($6,250) ","9","Midnight Frost","15-1"," 8 ","8","FTL","Fort Prado"
"2020-10-30","LA","MAIDEN CLAIMING($3,500) ","2","Awesome Pirate","12-1"," 4 ","4","FTL","Awesome Gambler"
"2020-10-30","LA","MAIDEN ","5","Three Times a Lady","6-1"," 1 ","1","FTL","Tres Seis"
"2020-10-30","LA","MAIDEN CLAIMING($6,250) ","6","Chic Three","15-1"," 4 ","4","FTL","Separatist"
"2020-10-30","LA","MAIDEN CLAIMING($6,250) ","6","Bossy Chic","6-1"," 6 ","6","FTL","Bf Farm Boss"
"2020-10-30","PEN","MAIDEN SPECIAL WEIGHT ","11","Tootsysrocknroller","30-1"," 3 ","3","FTL","El Padrino"
"2020-10-30","PEN","MAIDEN SPECIAL WEIGHT ","11","Queen Rosemary","15-1"," 4 ","4","FTL","Last Gunfighter"
"2020-10-30","PEN","MAIDEN SPECIAL WEIGHT ","11","Caprichosa","15-1"," 7 ","7","FTL","City Sharpster"
"2020-10-30","RP","MAIDEN SPECIAL WEIGHT ","1","Dixieland Candy","15-1"," 1 ","1","FTL","Save Big Money"
"2020-10-30","RP","MAIDEN SPECIAL WEIGHT ","1","Run Slewpy Run","20-1"," 5 ","5","FTL","Den's Legacy"
"2020-10-30","RP","MAIDEN SPECIAL WEIGHT ","1","Smokey Reflection","20-1"," 7 ","7","FTL","Race Day"
"2020-10-30","RP","MAIDEN SPECIAL WEIGHT ","1","Getmeadoctor","15-1"," 8 ","8","FTL","Doctor Chit"
"2020-10-30","RP","MAIDEN CLAIMING($7,500) ","2","Tappin for Trouble","20-1"," 8 ","8","FTL","Moro Tap"
"2020-10-30","WRD","MAIDEN ","9","Reds Cartel","12-1"," 9 ","9","FTL","Coronado Cartel"
"2020-10-30","WRD","MAIDEN CLAIMING($5,000) ","12","Cheap Little Huzzy","6-1"," 6 ","6","FTL","Racy Casanova"
