"Track","RaceNumber","HorsesRunning"
"BEL","1","10"
"BEL","3","9"
"BEL","4","13"
"BEL","5","12"
"BEL","6","11"
"BEL","7","11"
"BEL","9","15"
"EQC","2","9"
"EQC","4","9"
"GG","6","9"
"GG","8","9"
"GG","9","9"
"GP","5","16"
"GP","10","15"
"LS","1","10"
"LS","7","9"
"LS","10","12"
"MNR","1","9"
"MNR","2","10"
"PIM","2","15"
"PIM","5","12"
"PIM","6","10"
"PIM","7","10"
"RP","1","9"
"RP","4","10"
"RP","5","10"
"RP","9","10"
"RP","10","10"
"SRP","9","12"
"SRP","10","9"
"TAM","2","14"
"TAM","3","12"
"TAM","4","10"
"TAM","5","10"
"TAM","6","12"
"TAM","7","9"
"TAM","8","14"
"TAM","9","13"
"TAM","10","11"
