"Track","RaceNumber","HorsesRunning"
"ALB","3","10"
"ALB","4","10"
"ALB","5","9"
"ALB","6","10"
"ALB","7","9"
"ALB","8","11"
"ALB","9","9"
"ARP","1","10"
"AZD","2","9"
"BTP","2","9"
"BTP","5","10"
"BTP","7","9"
"BTP","8","14"
"CBY","6","9"
"CNL","1","12"
"CNL","3","12"
"CNL","6","13"
"CNL","7","11"
"CNL","8","14"
"CNL","9","12"
"CNL","12","12"
"DEL","3","9"
"DEL","5","12"
"DEL","7","14"
"EVD","3","9"
"EVD","6","9"
"EVD","7","12"
"EVD","9","10"
"FL","7","9"
"FL","9","10"
"IND","8","10"
"IND","9","12"
"IND","10","12"
"MNR","1","9"
"MNR","2","10"
"MNR","3","9"
"MNR","5","9"
"MNR","8","10"
"PEN","3","10"
"PID","8","9"
"PRX","4","12"
"PRX","7","16"
"PRX","8","10"
"PRX","10","12"
"RP","1","10"
"RP","2","12"
"RP","3","10"
"RP","4","9"
"RP","5","12"
"RP","6","12"
"RP","7","11"
"RP","9","11"
"SAR","1","9"
"SAR","3","12"
"SAR","6","10"
"SAR","7","16"
"SAR","10","14"
"TDN","2","9"
