"Track","RaceNumber","HorsesRunning"
"AQU","5","10"
"AQU","6","9"
"AQU","7","11"
"AQU","9","16"
"FG","3","9"
"FG","6","10"
"FG","8","11"
"FG","9","10"
"GP","1","14"
"GP","2","9"
"GP","3","10"
"GP","5","10"
"GP","6","10"
"GP","7","9"
"GP","8","9"
"GP","10","11"
"GP","11","11"
"HAW","1","10"
"HAW","2","10"
"HAW","3","10"
"HAW","4","10"
"HAW","5","13"
"HAW","6","14"
"HAW","7","12"
"HAW","9","11"
"LA","8","10"
"LRC","1","9"
"LRC","2","12"
"LRC","3","10"
"LRC","4","9"
"LRC","5","9"
"LRC","6","9"
"LRC","7","9"
"LRC","8","11"
"LRC","9","12"
"LRL","5","9"
"LRL","6","11"
"LRL","8","9"
"MNR","1","10"
"MNR","2","9"
"MNR","5","9"
"MNR","7","10"
"MNR","8","9"
"MNR","9","10"
