"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-10-08","BEL","1","Dirt","Twelth Man","1  ","1","5-2","Kendrick Carmouche","Michelle Nevin"
"2020-10-08","BEL","1","Dirt","Uncle Moonlight","1A ","5","5-2","Manuel Franco","Michelle Nevin"
"2020-10-08","BEL","1","Dirt","Vermont Billy"," 2 ","2","2-1","Irad Ortiz, Jr.","George Weaver"
"2020-10-08","BEL","1","Dirt","Risk Profile"," 3 ","3","9-5","Jose Ortiz","Chad Brown"
"2020-10-08","BEL","1","Dirt","Determined Fury"," 4 ","4","6-1","Dylan Davis","Christophe Clement"
"2020-10-08","BEL","1","Dirt","Ethos","5  ","6","5-1","Junior Alvarado","James Jerkens"
"2020-10-08","BEL","2","Turf","High Tone"," 1 ","1","2-1","Jose Ortiz","Michael Maker"
"2020-10-08","BEL","2","Turf","Kingfish"," 2 ","2","5-2","Jose Lezcano","Linda Rice"
"2020-10-08","BEL","2","Turf","Stash My Money"," 3 ","3","12-1","Charlie Marquez","Gregory DiPrima"
"2020-10-08","BEL","2","Turf","Justintimeforwine"," 4 ","4","3-1","Kendrick Carmouche","Amira Chichakly"
"2020-10-08","BEL","2","Turf","Perfect Banker"," 5 ","5","10-1","Jose Lezcano","Thomas Albertrani"
"2020-10-08","BEL","2","Turf","Jet for Andy"," 6 ","6","30-1","Michael Luzzi","Robbie Davis"
"2020-10-08","BEL","2","Turf","Sidd Finch"," 7 ","7","8-1","Eric Cancel","George Weaver"
"2020-10-08","BEL","2","Turf","Being Me"," 8 ","8","50-1","Heman Harkie","Jesse Weinlein"
"2020-10-08","BEL","2","Turf","True Palace"," 9 ","9","30-1","Benjamin Hernandez","Darmindra Dharamjit"
"2020-10-08","BEL","2","Turf","Mr. Fidget","10 ","10","12-1","Dylan Davis","James Ferraro"
"2020-10-08","BEL","2","Turf","Nero's Fiddle","11 ","11","5-2","Dylan Davis","Edmund Davis"
"2020-10-08","BEL","2","Turf","Fivestar Bandit","12 ","12","20-1","Joey Martinez","Charlton Baker"
"2020-10-08","BEL","2","Turf","Top of the Mint","13 ","13","2-1"," Rider TBA","Mark Hennig"
"2020-10-08","BEL","2","Turf","Open Lengths","14 ","14","3-1","Eric Cancel","George Weaver"
"2020-10-08","BEL","3","Inner turf","Can'thelpbelieving (IRE)"," 1 ","1","8-1","Jose Ortiz","H. Motion"
"2020-10-08","BEL","3","Inner turf","Hayabusa One (FR)"," 2 ","2","7-5","John Velazquez","Mark Casse"
"2020-10-08","BEL","3","Inner turf","Hieroglyphics"," 3 ","3","4-1","Manuel Franco","Michael Maker"
"2020-10-08","BEL","3","Inner turf","Petit Fils (FR)"," 4 ","4","12-1","Luis Cardenas","James Lawrence, II"
"2020-10-08","BEL","3","Inner turf","Zero Gravity"," 5 ","5","6-1","Jose Lezcano","Mertkan Kantarmaci"
"2020-10-08","BEL","3","Inner turf","Taos (FR)"," 6 ","6","7-2","Irad Ortiz, Jr.","Christophe Clement"
"2020-10-08","BEL","3","Inner turf","Expert"," 7 ","7","6-5"," Rider TBA","Domenick Schettino"
"2020-10-08","BEL","3","Inner turf","Duc de Calas (FR)"," 8 ","8","8-1","Junior Alvarado","Christophe Clement"
"2020-10-08","BEL","4","Dirt","Fair Lassie"," 1 ","1","6-1","Joey Martinez","Edward Barker"
"2020-10-08","BEL","4","Dirt","Cotton Candy Cutie"," 2 ","2","9-2","Luis Cardenas","Mertkan Kantarmaci"
"2020-10-08","BEL","4","Dirt","Whyisshesoolucky"," 3 ","3","6-1","Eric Cancel","Randi Persaud"
"2020-10-08","BEL","4","Dirt","Dirty Bird"," 4 ","4","15-1","Charlie Marquez","James Ferraro"
"2020-10-08","BEL","4","Dirt","Movie Score"," 5 ","5","12-1","Michael Luzzi","Oscar Barrera, III"
"2020-10-08","BEL","4","Dirt","Zecha"," 6 ","6","20-1","Benjamin Hernandez","Randi Persaud"
"2020-10-08","BEL","4","Dirt","On Deck"," 7 ","7","12-1","Dylan Davis","Kathleen O'Connell"
"2020-10-08","BEL","4","Dirt","Cover Photo"," 8 ","8","4-5","Jose Lezcano","Linda Rice"
"2020-10-08","BEL","5","Dirt","Hit It Once More","1  ","3","12-1","Luis Cardenas","Gary Sciacca"
"2020-10-08","BEL","5","Dirt","Blugrascat's Smile","1A ","5","12-1","Eric Cancel","Gary Sciacca"
"2020-10-08","BEL","5","Dirt","Vintage Hollywood","2  ","1","4-1","Irad Ortiz, Jr.","Orlando Noda"
"2020-10-08","BEL","5","Dirt","I Love Jaxson","3  ","2","5-2","Jose Lezcano","Linda Rice"
"2020-10-08","BEL","5","Dirt","Dynamax Prime"," 4 ","4","6-1","Kendrick Carmouche","Michael Maker"
"2020-10-08","BEL","5","Dirt","Twisted Tom","5  ","6","7-2","Jose Ortiz","Michael Maker"
"2020-10-08","BEL","5","Dirt","Our Last Buck","6  ","7","3-1","Manuel Franco","Michelle Nevin"
"2020-10-08","BEL","5","Dirt","Freaky Styley","7  ","8","8-1","Junior Alvarado","Jorge Abreu"
"2020-10-08","BEL","6","Inner turf","Pure Carmine"," 1 ","1","8-1","Junior Alvarado","Neil Drysdale"
"2020-10-08","BEL","6","Inner turf","This Ill Defend"," 2 ","2","15-1","Kendrick Carmouche","Thomas Albertrani"
"2020-10-08","BEL","6","Inner turf","Johnnypump"," 3 ","3","8-5","Jose Ortiz","Chad Brown"
"2020-10-08","BEL","6","Inner turf","Bail Out"," 4 ","4","8-1","Eric Cancel","Luis Miranda"
"2020-10-08","BEL","6","Inner turf","Compliant"," 5 ","5","2-1","Jose Ortiz","Chad Brown"
"2020-10-08","BEL","6","Inner turf","Amano"," 6 ","6","5-2","Irad Ortiz, Jr.","Chad Brown"
"2020-10-08","BEL","6","Inner turf","Holy Emperor"," 7 ","7","8-1","Dylan Davis","James Jerkens"
"2020-10-08","BEL","6","Inner turf","Magic Mojo"," 8 ","8","6-1","Jose Lezcano","James Jerkens"
"2020-10-08","BEL","6","Inner turf","High Tide"," 9 ","9","8-1","John Velazquez","Todd Pletcher"
"2020-10-08","BEL","6","Inner turf","Feeling Dangerous","10 ","10","50-1","Benjamin Hernandez","Chad Summers"
"2020-10-08","BEL","7","Turf","Queen's Mason"," 1 ","1","12-1","Manuel Franco","Bruce Levine"
