"Track","RaceNumber","HorsesRunning"
"DED","1","10"
"DED","5","10"
"DED","7","10"
"DED","8","10"
"DED","10","10"
"GP","1","15"
"GP","2","15"
"GP","3","15"
"GP","5","15"
"GP","6","15"
"GP","7","14"
"GP","9","15"
"GP","10","15"
"GP","11","9"
"GP","12","15"
"GP","13","15"
"GP","14","11"
"GP","15","15"
"GP","16","13"
"GP","17","14"
"GP","18","15"
"GP","19","15"
"GRP","3","10"
"GRP","5","9"
"GRP","8","9"
"IND","8","10"
"IND","9","9"
"IND","10","12"
"LAD","1","9"
"LAD","4","10"
"LAD","5","9"
"LAD","6","9"
"LAD","7","9"
"MNR","1","14"
"MNR","2","9"
"MNR","7","9"
"MNR","8","11"
"PIM","3","11"
"PIM","9","9"
"PRM","8","10"
"PRX","4","13"
"PRX","6","9"
"PRX","8","14"
"PRX","10","10"
"PRX","11","11"
"TDN","7","9"
"WRD","2","10"
"WRD","6","9"
"WRD","7","9"
"WRD","8","9"
"WRD","9","10"
"WRD","10","11"
