"Track","RaceNumber","HorsesRunning"
"AP","8","9"
"BEL","3","13"
"BEL","5","9"
"BEL","6","12"
"BEL","7","10"
"CBY","5","10"
"ELP","6","11"
"GIL","1","9"
"GIL","3","10"
"GIL","4","9"
"GIL","5","10"
"GIL","6","10"
"GIL","7","9"
"GIL","8","10"
"GIL","9","9"
"GP","1","12"
"GP","2","9"
"GP","4","11"
"GP","6","11"
"GP","9","13"
"GP","11","14"
"GRP","3","10"
"GRP","7","10"
"LAD","4","9"
"LAD","6","9"
"LAD","7","13"
"LRC","2","9"
"LRC","8","11"
"LRC","9","10"
"LS","5","10"
"LS","9","9"
"LS","10","11"
"MNR","1","9"
"MNR","7","11"
"MNR","8","11"
"MTH","3","10"
"MTH","5","9"
"MTH","8","9"
"MTH","9","10"
"MTH","10","9"
"MTH","11","10"
"PIM","3","12"
"PIM","7","12"
"PIM","11","15"
"PLN","7","10"
"PLN","9","9"
"RUI","1","9"
"RUI","3","9"
"RUI","8","9"
"WYO","2","9"
"WYO","3","10"
"WYO","4","9"
"WYO","9","9"
