"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2022-04-14","AQU","1","Dirt","Speaks for Itself","1  ","4","4-5","Manuel Franco","Chad Brown"
"2022-04-14","AQU","1","Dirt","No One's Laughing","1A ","6","4-5","Jose Ortiz","Chad Brown"
"2022-04-14","AQU","1","Dirt","Madame Rose","2  ","1","50-1","Luis Cardenas","Eduardo Jones"
"2022-04-14","AQU","1","Dirt","Spiked","3  ","2","9-5","Jose Gomez","John Terranova II"
"2022-04-14","AQU","1","Dirt","World Traveler","4  ","3","8-1","Jose Lezcano","Gregory Sacco"
"2022-04-14","AQU","1","Dirt","Hoodooland"," 5 ","5","7-2","Dylan Davis","Claude McGaughey III"
"2022-04-14","AQU","2","Dirt","Quintarelli"," 1 ","1","20-1","Nik Juarez","Neville Henry"
"2022-04-14","AQU","2","Dirt","Mister Winston"," 2 ","2","6-1","Luis Rodriguez Castro","Antonio Arriaga"
"2022-04-14","AQU","2","Dirt","Liveyourbeastlife"," 3 ","3","6-5","Eric Cancel","Linda Rice"
"2022-04-14","AQU","2","Dirt","Mucho Sunshine"," 4 ","4","9-2","Jose Gomez","Lolita Shivmangal"
"2022-04-14","AQU","2","Dirt","Wild Union"," 5 ","5","5-2","Trevor McCarthy","Chad Summers"
"2022-04-14","AQU","2","Dirt","Scotty"," 6 ","6","5-1","Jacqueline Davis","Gregory DiPrima"
"2022-04-14","AQU","3","Dirt","Bossmakinbossmoves"," 1 ","1","3-1","Trevor McCarthy","Richard Schosberg"
"2022-04-14","AQU","3","Dirt","Amedeus Music"," 2 ","2","15-1","Jose Lezcano","James Ryerson"
"2022-04-14","AQU","3","Dirt","Heads Or Tails"," 3 ","3","6-1","Jose Gomez","Robert Klesaris"
"2022-04-14","AQU","3","Dirt","Jolly Heretic"," 4 ","4","10-1","Luis Rodriguez Castro","Natalia Lynch"
"2022-04-14","AQU","3","Dirt","Silipo"," 5 ","5","7-2","Eric Cancel","Linda Rice"
"2022-04-14","AQU","3","Dirt","Never Early"," 6 ","6","1-1","Dylan Davis","Jeffrey Englehart"
"2022-04-14","AQU","4","Turf","Lordhearmyprayer","1  ","6","30-1","Omar Hernandez Moreno","Oscar Barrera, III"
"2022-04-14","AQU","4","Turf","Love Unlimited","1A ","7","30-1","Jose Gomez","Oscar Barrera, III"
"2022-04-14","AQU","4","Turf","Masabeeh","2  ","1","5-1","Jose Lezcano","Linda Rice"
"2022-04-14","AQU","4","Turf","Candlestick Maker","3  ","2","12-1","Trevor McCarthy","Bruce Levine"
"2022-04-14","AQU","4","Turf","Synonymous","4  ","3","15-1","Ruben Silvera","John Pregman, Jr."
"2022-04-14","AQU","4","Turf","Belleshazza","5  ","4","8-1","Dylan Davis","Gary Sciacca"
"2022-04-14","AQU","4","Turf","Openthegate","6  ","5","6-1","Javier Castellano","Peter Walder"
"2022-04-14","AQU","4","Turf","Anchor Lady","7  ","8","50-1","Jacqueline Davis","Neville Henry"
"2022-04-14","AQU","4","Turf","Investment Income","8  ","9","1-2","Manuel Franco","Chad Brown"
"2022-04-14","AQU","5","Outer turf","Proper Grammar"," 1 ","1","50-1","Ruben Silvera","John Pregman, Jr."
"2022-04-14","AQU","5","Outer turf","Ready A. P."," 2 ","2","5-1","Dylan Davis","Christophe Clement"
"2022-04-14","AQU","5","Outer turf","Flip My Id"," 3 ","3","10-1","Manuel Franco","Michael Maker"
"2022-04-14","AQU","5","Outer turf","No Payne"," 4 ","4","20-1","Jalon Samuel","Raymond Handal"
"2022-04-14","AQU","5","Outer turf","Fontanafredda"," 5 ","5","6-1","Trevor McCarthy","H. James Bond"
"2022-04-14","AQU","5","Outer turf","Masterof the Tunes"," 6 ","6","10-1","Luis Rodriguez Castro","Joseph Lee"
"2022-04-14","AQU","5","Outer turf","Big Time Lady"," 7 ","7","20-1","Javier Castellano","Chris Englehart"
"2022-04-14","AQU","5","Outer turf","Sassy Melissa"," 8 ","8","4-1","Jose Ortiz","Jeremiah Englehart"
"2022-04-14","AQU","5","Outer turf","Uncle's Gem"," 9 ","9","6-1","Jose Lezcano","Linda Rice"
"2022-04-14","AQU","5","Outer turf","Palace Gossip","10 ","10","7-2","Eric Cancel","Anthony Dutrow"
"2022-04-14","AQU","5","Outer turf","Ofalltheginjoints","11 ","11","12-1","Jose Gomez","George Weaver"
"2022-04-14","AQU","5","Outer turf","Frosted Bourbon","12 ","12","30-1","Jorge Vargas, Jr.","Mark Hennig"
"2022-04-14","AQU","5","Outer turf","Rigby","13 ","13","8-1","Javier Castellano","Michael Maker"
"2022-04-14","AQU","5","Outer turf","Captivating Cara","14 ","14","5-1"," Rider TBA","Mitchell Friedman"
"2022-04-14","AQU","6","Dirt","Nature Boy"," 1 ","1","8-1","Trevor McCarthy","Orlando Noda"
"2022-04-14","AQU","6","Dirt","Question My Sanity"," 2 ","2","20-1","Luis Cardenas","Jesus Romero"
"2022-04-14","AQU","6","Dirt","My Boy Colton"," 3 ","3","7-2","Andrew Wolfsont","Gregory DiPrima"
"2022-04-14","AQU","6","Dirt","Alite"," 4 ","4","4-1","Heman Harkie","Edmund Pringle"
"2022-04-14","AQU","6","Dirt","Bird Ruler"," 5 ","5","2-1","Eric Cancel","Bruce Levine"
"2022-04-14","AQU","6","Dirt","Irie Spice"," 6 ","6","15-1","Omar Hernandez Moreno","Randi Persaud"
"2022-04-14","AQU","6","Dirt","Nicholas James"," 7 ","7","5-2","Jose Gomez","Patrick Reynolds"
"2022-04-14","AQU","7","Dirt","Exotic West","   ","98","","SCRATCHED "," "
"2022-04-14","AQU","7","Dirt","Default Protection"," 1 ","1","5-2","Eric Cancel","Chad Brown"
"2022-04-14","AQU","7","Dirt","Make Mischief"," 2 ","2","9-5","Dylan Davis","Mark Casse"
"2022-04-14","AQU","7","Dirt","Hybrid Eclipse"," 3 ","3","9-2","Jose Lezcano","Linda Rice"
"2022-04-14","AQU","7","Dirt","Flashndynamite"," 5 ","4","8-1","Andy Hernandez","Michael Moore"
"2022-04-14","AQU","7","Dirt","Cafe Society"," 6 ","5","2-1","Jose Ortiz","Claude McGaughey III"
"2022-04-14","AQU","8","Turf","So High (GB)","1  ","7","20-1","Ruben Silvera","Naipaul Chatterpaul"
"2022-04-14","AQU","8","Turf","Hieroglyphics","1A ","14","20-1","Luis Cardenas","Naipaul Chatterpaul"
"2022-04-14","AQU","8","Turf","Kuramata (IRE)","2  ","10","8-5","Jose Ortiz","Chad Brown"
"2022-04-14","AQU","8","Turf","Flop Shot (IRE)","2B ","13","8-5","Manuel Franco","Chad Brown"
"2022-04-14","AQU","8","Turf","Soulmate","3  ","1","30-1","Andrew Wolfsont","John Pregman, Jr."
"2022-04-14","AQU","8","Turf","Famished","4  ","2","30-1","Raul Mena","Patrick Quick"
"2022-04-14","AQU","8","Turf","Highland Chief (IRE)","5  ","3","9-2","Trevor McCarthy","H. Motion"
"2022-04-14","AQU","8","Turf","Little Menace","6  ","4","12-1","Jose Gomez","Orlando Noda"
"2022-04-14","AQU","8","Turf","Kygo (GER)","7  ","5","20-1","Dylan Davis","Michael Maker"
"2022-04-14","AQU","8","Turf","Buy Land and See","8  ","6","8-1","Jose Lezcano","Anthony Dutrow"
"2022-04-14","AQU","8","Turf","Big Agenda","9  ","8","20-1","Luis Rodriguez Castro","Joe Sharp"
"2022-04-14","AQU","8","Turf","Worth a Shot","10 ","9","6-1","Jorge Vargas, Jr.","Horacio De Paz"
"2022-04-14","AQU","8","Turf","Ocala Dream","11 ","11","10-1","Javier Castellano","Thomas Morley"
"2022-04-14","AQU","8","Turf","Space Launch","12 ","12","12-1","Eric Cancel","Christophe Clement"
"2022-04-14","AQU","8","Turf","Southern District","13 ","15","1-1","Manuel Franco","Chad Brown"
"2022-04-14","AQU","9","Outer turf","Smokin' Hot Kitty"," 1 ","1","7-2","Dylan Davis","Christophe Clement"
"2022-04-14","AQU","9","Outer turf","Oak Loves a Fight"," 2 ","2","8-1","Trevor McCarthy","Orlando Noda"
"2022-04-14","AQU","9","Outer turf","Royal Dancer"," 3 ","3","12-1","Jose Gomez","Michelle Nevin"
"2022-04-14","AQU","9","Outer turf","Merger of Equals"," 4 ","4","5-1","Manuel Franco","Chad Brown"
"2022-04-14","AQU","9","Outer turf","Valentia Island"," 5 ","5","8-1","Eric Cancel","George Weaver"
"2022-04-14","AQU","9","Outer turf","Succulent"," 6 ","6","20-1","Jorge Vargas, Jr.","David Donk"
"2022-04-14","AQU","9","Outer turf","Vallelujah"," 7 ","7","30-1","Jacqueline Davis","Robbie Davis"
"2022-04-14","AQU","9","Outer turf","Act of Congress"," 8 ","8","12-1","Javier Castellano","Bruce Levine"
"2022-04-14","AQU","9","Outer turf","Belarus"," 9 ","9","8-1","Jose Ortiz","Horacio De Paz"
"2022-04-14","AQU","9","Outer turf","Darn That Song","10 ","10","10-1","Ruben Silvera","Bruce Brown"
"2022-04-14","AQU","9","Outer turf","Crosstalk","11 ","11","4-1","Jose Lezcano","Derek Ryan"
"2022-04-14","AQU","9","Outer turf","That's Why I'm Me","12 ","12","30-1","Luis Cardenas","Bruce Grossman"
"2022-04-14","AQU","9","Outer turf","Cabernet Trail","13 ","13","30-1","Raul Mena","Edmund Davis"
"2022-04-14","AQU","9","Outer turf","Sinfully Sweet","14 ","14","3-1","Trevor McCarthy","Mark Casse"
"2022-04-14","AQU","9","Outer turf","Voleuse","15 ","15","8-1","Eric Cancel","Christophe Clement"
"2022-04-14","AQU","9","Outer turf","Cindy's Choice","16 ","16","15-1","Michael Luzzi","Bruce Levine"
"2022-04-14","CT","1","Dirt","Middle Island"," 1 ","1","10-1","Carlos Lopez","Kieron Magee"
"2022-04-14","CT","1","Dirt","I B Nasty"," 2 ","2","30-1","Luis Batista","Gregory Viands"
"2022-04-14","CT","1","Dirt","Cartel Queen"," 3 ","3","2-1","Arnaldo Bocachica","Anthony Farrior"
"2022-04-14","CT","1","Dirt","Got Your Number"," 4 ","4","7-5","Wesley Ho","Crystal Pickett"
"2022-04-14","CT","1","Dirt","Aadhana"," 5 ","5","7-2","Fredy Peltroche","Ralph Comi, Jr."
"2022-04-14","CT","1","Dirt","Kymmies Chardonnay"," 6 ","6","5-1","Gerald Almodovar","Crystal Pickett"
"2022-04-14","CT","2","Dirt","Imagoodchatterbug"," 1 ","1","20-1","Luis Batista","Rhea Pennella"
"2022-04-14","CT","2","Dirt","Country Magic"," 2 ","2","3-1","Fredy Peltroche","Alfonso Arias"
"2022-04-14","CT","2","Dirt","She Figures"," 3 ","3","2-1","Gerald Almodovar","Crystal Pickett"
"2022-04-14","CT","2","Dirt","Boca Birdie"," 4 ","4","15-1","Wesley Ho","Crystal Pickett"
"2022-04-14","CT","2","Dirt","Vintage Gin"," 5 ","5","8-5","Christian Hiraldo","Michael Atkins"
"2022-04-14","CT","2","Dirt","Miss Morgantown"," 6 ","6","12-1","Alisson Nunez","Miguel Ramos Agosto"
