"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","1","Becca's Wish","6-1"," 1 ","1","FTL","Mshawish"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","1","O'Gotten Girl","9-5"," 3 ","3","FTL","Competitive Edge"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","1","Dealing Justice","7-5"," 4 ","4","FTL","Commissioner"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","1","Quick Talker","8-1"," 5 ","5","FTL","Super Saver"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","1","Despeight All Odds","20-1"," 6 ","6","FTL","Speightster"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","5","Pop the Bubbly","3-1"," 1 ","1","FTL","War Dancer"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","5","Caumsett","8-1"," 2 ","2","FTL","The Factor"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","5","Quiet Type","20-1"," 4 ","4","FTL","Commissioner"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","5","Teetotaler","4-1"," 6 ","6","FTL","Uncle Mo"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","5","Coffee Bar","5-2"," 7 ","7","FTL","Outwork"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","5","Cosmic Kitten","15-1"," 8 ","8","FTL","Sky Mesa"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","7","Exfiltration","6-1"," 1 ","1","FTL","Twirling Candy"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","7","Flower's Fortune","4-1"," 2 ","2","FTL","Effinex"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","7","Saluki","30-1"," 3 ","3","FTL","War Dancer"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","7","Epona's Dream","8-1"," 6 ","6","FTL","Orb"
"2021-01-10","AQU","MAIDEN SPECIAL WEIGHT ","7","Photofinish Jeanne","6-1"," 7 ","7","FTL","Midshipman"
"2021-01-10","FG","MAIDEN CLAIMING($10,000) ","3","Caviar Resolution","8-5","1  ","2","FTL","New Year's Day"
"2021-01-10","FG","MAIDEN CLAIMING($10,000) ","3","Tiz a Queen","5-1"," 3 ","3","FTL","Bodemeister"
"2021-01-10","FG","MAIDEN CLAIMING($10,000) ","3","Dare to Hope","10-1"," 4 ","4","FTL","Daredevil"
"2021-01-10","FG","MAIDEN CLAIMING($10,000) ","3","Pulling Rank","7-2"," 6 ","6","FTL","Field Commission"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Password Protected","5-2"," 2 ","2","FTL","Trappe Shot"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Union Gap","10-1"," 3 ","3","FTL","Union Rags"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Houdini's Awesome","9-2"," 4 ","4","FTL","Tale of Ekati"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Pacific Legend","6-1"," 5 ","5","FTL","Flat Out"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Spheroid","8-1"," 6 ","6","FTL","Orb"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Now a Jaguar","8-1"," 7 ","7","FTL","Street Sense"
"2021-01-10","GP","MAIDEN CLAIMING($40,000) ","5","Millean","3-1"," 9 ","9","FTL","Blame"
"2021-01-10","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Phantom Vision","3-1"," 1 ","1","FTL","Declaration of War"
"2021-01-10","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Yafa","5-1"," 2 ","2","FTL","Handsome Mike"
"2021-01-10","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Miss Adeline","6-1"," 3 ","3","FTL","Big Blue Kitten"
"2021-01-10","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Mia Martina","9-2"," 4 ","4","FTL","Not This Time"
"2021-01-10","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Runaway Rockette","5-2"," 5 ","5","FTL","Into Mischief"
"2021-01-10","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Director's Cut","7-2"," 6 ","6","FTL","Exaggerator"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","First Hour","7-2"," 1 ","1","FTL","Speightstown"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Breehazel","30-1"," 2 ","2","FTL","Distorted Humor"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Catirusia","30-1"," 3 ","3","FTL","Munnings"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Zaffing","6-1"," 4 ","4","FTL","Ghostzapper"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Tharos","20-1"," 5 ","5","FTL","Kantharos"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Mademoiselle Nova","12-1"," 6 ","6","FTL","Into Mischief"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Speeding","3-1"," 8 ","8","FTL","Into Mischief"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Strong Moment","20-1"," 9 ","9","FTL","Wicked Strong"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Estellina","30-1","10 ","10","FTL","Giant's Causeway"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Madeira Wine","5-1","11 ","11","FTL","English Channel"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Simply the Best","4-1","12 ","12","FTL","Constitution"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Candy Jar","5-1","14 ","14","FTL","Candy Ride*Arg"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","7","Imagery","8-1","15 ","15","FTL","Dominus"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Champagne Ivy","8-1"," 1 ","1","FTL","Shackleford"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Goldie's Delight","30-1"," 4 ","4","FTL","Super Saver"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Never Content (IRE)","4-1"," 5 ","5","FTL","No Nay Never"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Jouster","9-2"," 6 ","6","FTL","Noble Mission*GB"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Deep Water Cay","12-1"," 7 ","7","FTL","Pioneerof the Nile"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Tiz American","10-1"," 9 ","9","FTL","American Pharoah"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Alwayz Late","6-1","10 ","10","FTL","Animal Kingdom"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Miss Empirement","30-1","11 ","11","FTL","Tapit"
"2021-01-10","GP","MAIDEN SPECIAL WEIGHT ","11","Family Time","30-1","12 ","12","FTL","Not This Time"
