"Track","RaceNumber","HorsesRunning"
"DEL","2","9"
"DEL","4","10"
"DEL","8","10"
"EMD","6","10"
"EMD","9","10"
"FL","4","9"
"FL","6","11"
"FL","8","12"
"IND","7","11"
"IND","9","14"
"IND","10","12"
"KEE","3","10"
"KEE","5","10"
"KEE","6","15"
"KEE","7","9"
"KEE","8","10"
"MNR","1","14"
"MNR","2","13"
"MNR","3","14"
"MNR","4","11"
"MNR","5","10"
"MNR","6","10"
"MNR","7","11"
"MNR","9","14"
"MTH","3","12"
"MTH","4","9"
"MTH","5","9"
"MTH","6","10"
"MTH","7","9"
"MTH","8","10"
"PEN","3","10"
"PEN","10","10"
"PID","2","10"
"PID","4","13"
"PID","5","9"
"PID","6","9"
"PID","7","10"
"PID","9","10"
"PRX","1","9"
"PRX","2","11"
"PRX","3","9"
"PRX","7","9"
"PRX","8","14"
"PRX","10","9"
"RP","2","12"
"RP","3","10"
"RP","4","11"
"RP","5","12"
"RP","6","12"
"RP","7","12"
"RP","9","12"
"TDN","1","9"
"TDN","7","9"
"ZIA","2","12"
"ZIA","3","9"
"ZIA","4","10"
"ZIA","5","12"
"ZIA","6","12"
"ZIA","8","12"
"ZIA","10","10"
