"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-10-20","CT","1","Dirt","Awesome Incentive"," 1 ","1","12-1","Reshawn Latchman","John McKee"
"2021-10-20","CT","1","Dirt","Holly's Persuasion"," 2 ","2","12-1","Darius Thorpe","John McKee"
"2021-10-20","CT","1","Dirt","Shiny Penny"," 3 ","3","6-1","Jose Montano","Crystal Pickett"
"2021-10-20","CT","1","Dirt","Miss Midnight"," 4 ","4","7-5","Wesley Ho","James Lawrence, II"
"2021-10-20","CT","1","Dirt","Swayin to and Fro"," 5 ","5","15-1","Christian Hiraldo","Marion Cuttino"
"2021-10-20","CT","1","Dirt","I B Nasty"," 6 ","6","8-1","Fredy Peltroche","Gregory Viands"
"2021-10-20","CT","1","Dirt","Ain't She a Pistol"," 7 ","7","8-5","John Hiraldo","Chelsey Moysey"
"2021-10-20","CT","2","Dirt","Castle Bound"," 1 ","1","30-1","Alexis Rios-Conde","Jason Sheppard"
"2021-10-20","CT","2","Dirt","Gattosing"," 2 ","2","6-1","Christian Hiraldo","Michael Jones, Jr."
"2021-10-20","CT","2","Dirt","Shackled"," 3 ","3","15-1","Connie McKenzie","Andrew Murtaugh"
"2021-10-20","CT","2","Dirt","Cowboy Mz"," 4 ","4","8-5","Fredy Peltroche","Eddie Clouston"
"2021-10-20","CT","2","Dirt","Successful Zip"," 5 ","5","15-1","Alisson Nunez","Brian Boyce"
"2021-10-20","CT","2","Dirt","Zep"," 6 ","6","4-5","Arnaldo Bocachica","Anthony Farrior"
"2021-10-20","CT","2","Dirt","Rolling Brook"," 7 ","7","30-1","Jason Simpson","Mark Racanelli"
"2021-10-20","CT","3","Dirt","Lil Toughman"," 1 ","1","3-1","Christian Hiraldo","Jamey Johnson"
"2021-10-20","CT","3","Dirt","Winter Is Here"," 2 ","2","8-1","John Hiraldo","Kristy Gazzier"
"2021-10-20","CT","3","Dirt","Deputy James"," 3 ","3","7-2","Javier Rivera","Keturah Obed-Letts"
"2021-10-20","CT","3","Dirt","Jacklighting"," 4 ","4","4-1","Darius Thorpe","C. Johnson"
"2021-10-20","CT","3","Dirt","Miki"," 5 ","5","9-2","Alexis Rios-Conde","Ollie Figgins, III"
"2021-10-20","CT","3","Dirt","Mindyourpsandqs"," 6 ","6","8-1","Wladimir Rocha","Joseph Stehr"
"2021-10-20","CT","3","Dirt","Normandy's Empire"," 7 ","7","5-1","Kelvin Morales","Russell Davis"
"2021-10-20","CT","4","Dirt","Frank's Legacy"," 1 ","1","2-1","Fredy Peltroche","Eddie Clouston"
"2021-10-20","CT","4","Dirt","Bearcat Kitten"," 2 ","2","8-1","Alexis Rios-Conde","Rhea Pennella"
"2021-10-20","CT","4","Dirt","Union Grace"," 3 ","3","10-1","Javier Rivera","Cynthia Boys"
"2021-10-20","CT","4","Dirt","Fluent in Sarcasm"," 4 ","4","7-2","Christian Hiraldo","Ronney Brown"
"2021-10-20","CT","4","Dirt","Freedom Is Ringing"," 5 ","5","15-1","Jason Simpson","Rhea Pennella"
"2021-10-20","CT","4","Dirt","Higher Purpose"," 6 ","6","8-5","Gerald Almodovar","Kevin Patterson"
"2021-10-20","CT","4","Dirt","Wizard of Odds"," 7 ","7","15-1","Victor Rodriguez","Natasha Aylor"
"2021-10-20","CT","5","Dirt","Platinum Frolic"," 1 ","1","5-2","Arnaldo Bocachica","Jeff Runco"
"2021-10-20","CT","5","Dirt","Kalenjin"," 2 ","2","12-1","Jason Simpson","Anthony Lucas"
"2021-10-20","CT","5","Dirt","Take Charge Tina"," 3 ","3","15-1","Javier Rivera","William Atkins"
"2021-10-20","CT","5","Dirt","Strollntothebank"," 4 ","4","15-1","Fredy Peltroche","Tina Malgarini-Mawing"
"2021-10-20","CT","5","Dirt","Hightime Valentine"," 5 ","5","7-2","Gerald Almodovar","Michael Simone"
"2021-10-20","CT","5","Dirt","Until Now"," 6 ","6","5-1","Keimar Trotman","Kristy Gazzier"
"2021-10-20","CT","5","Dirt","Uncaptured Ruby"," 7 ","7","9-2","Christian Hiraldo","Tina Malgarini-Mawing"
"2021-10-20","CT","5","Dirt","Stay Out"," 8 ","8","4-1","John Hiraldo","Dale Capuano"
"2021-10-20","CT","6","Dirt","Tweet This"," 1 ","1","9-5","Christian Hiraldo","Timothy Grams"
"2021-10-20","CT","6","Dirt","Sassy King"," 2 ","2","12-1","Luis Batista","Samuel Davis"
"2021-10-20","CT","6","Dirt","Brother Corbin"," 3 ","3","6-5","Alexis Rios-Conde","Janice Groves"
"2021-10-20","CT","6","Dirt","Moonlit Night"," 4 ","4","10-1","Reshawn Latchman","Timothy Grams"
"2021-10-20","CT","6","Dirt","Burn the Ships"," 5 ","5","7-2","Jose Montano","Ronney Brown"
"2021-10-20","CT","6","Dirt","Rrace Day Warrior"," 6 ","6","15-1","Victor Rodriguez","M. Boggs"
"2021-10-20","CT","7","Dirt","Rip Thorn"," 1 ","1","15-1","Reshawn Latchman","Timothy Collins"
"2021-10-20","CT","7","Dirt","River Crosroad Rvf"," 2 ","2","3-1","Arnaldo Bocachica","Jeff Runco"
"2021-10-20","CT","7","Dirt","Boss E Boogs"," 3 ","3","7-2","Wladimir Rocha","Joseph Stehr"
"2021-10-20","CT","7","Dirt","Opera Nite"," 4 ","4","4-1","Alisson Nunez","Jeff Runco"
"2021-10-20","CT","7","Dirt","Awsome Faith"," 5 ","5","15-1","Antonio Lopez","Jeffrey Allen"
"2021-10-20","CT","7","Dirt","Fancy Concho"," 6 ","6","8-5","Christian Hiraldo","Timothy Grams"
"2021-10-20","CT","7","Dirt","Night Train Wayne"," 7 ","7","10-1","Victor Rodriguez","William Straughn"
"2021-10-20","CT","8","Dirt","Slip Slidin"," 1 ","1","30-1","Jason Simpson","Joseph Stehr"
"2021-10-20","CT","8","Dirt","Western Movies"," 2 ","2","12-1","Luis Batista","Anthony Aguirre"
"2021-10-20","CT","8","Dirt","Super Wildcat"," 3 ","3","9-2","Keimar Trotman","Laura Carson"
"2021-10-20","CT","8","Dirt","Sense of Music"," 4 ","4","5-1","John Hiraldo","Jayson Campbell"
"2021-10-20","CT","8","Dirt","U R the Lucky One"," 5 ","5","15-1","Jose Montano","Crystal Pickett"
"2021-10-20","CT","8","Dirt","Yeyetzi"," 6 ","6","8-1","Wesley Ho","Michael Gorham"
"2021-10-20","CT","8","Dirt","Wolf Creek Pass"," 7 ","7","8-5","Gerald Almodovar","Jean Rofe"
"2021-10-20","CT","8","Dirt","Merry Maid"," 8 ","8","30-1","Victor Rodriguez","William Jones, Jr."
"2021-10-20","CT","8","Dirt","Damisela"," 9 ","9","7-2","Sunday Diaz, Jr.","Donovan Raymond"
"2021-10-20","DED","1","Dirt","Grey Rogue"," 1 ","1","6-1","Alexander Castillo","Sarah Delany"
"2021-10-20","DED","1","Dirt","Sing Loud"," 2 ","2","8-1","Alex Birzer","Bonnie Birzer"
"2021-10-20","DED","1","Dirt","Hope for Change"," 3 ","3","15-1","Theodrick Ledet","Katina Milburn"
"2021-10-20","DED","1","Dirt","Traelee"," 4 ","4","12-1","Ty Kennedy","Cortland Harrison"
"2021-10-20","DED","1","Dirt","Reposado"," 5 ","5","10-1","Gerard Melancon","Glenn Delahoussaye"
"2021-10-20","DED","1","Dirt","Yank Crime"," 6 ","6","8-1","Kevin Roman","Juan Larrosa"
"2021-10-20","DED","1","Dirt","The Thimble"," 7 ","7","4-1","Joel Dominguez","Brett Brinkman"
"2021-10-20","DED","1","Dirt","The Three Ks"," 8 ","8","12-1","Ashley Broussard","Kevin Williams"
"2021-10-20","DED","1","Dirt","Bobby Boots"," 9 ","9","3-1","Ry Eikleberry","Chris Richard"
"2021-10-20","DED","1","Dirt","King Nate","10 ","10","5-1","Devin Magnon","Kenneth Decker"
"2021-10-20","DED","1","Dirt","Moonshinerboy","11 ","11","20-1","Gerard Melancon","Clifford Dodson"
"2021-10-20","DED","1","Dirt","Ten Buds","12 ","12","15-1","Timothy Thornton","Kearney Segura"
"2021-10-20","DED","2","Dirt","Diva's Ransom"," 1 ","1","7-2","Odilon Martinez","Gary Husak"
"2021-10-20","DED","2","Dirt","Grillin"," 2 ","2","9-2","Casey Fusilier","Dale White, Sr."
"2021-10-20","DED","2","Dirt","Matt's Pride"," 3 ","3","8-1","Kevin Smith","Randy Degeyter, Jr."
"2021-10-20","DED","2","Dirt","Ezee Enough"," 4 ","4","2-1","Timothy Thornton","Karl Broberg"
"2021-10-20","DED","2","Dirt","Custom for Carlita"," 5 ","5","10-1","Ry Eikleberry","Karl Broberg"
"2021-10-20","DED","2","Dirt","D'wild Baroness"," 6 ","6","6-1","Paulina Ramirez","Ray Robbins"
"2021-10-20","DED","2","Dirt","Miss Underrated"," 7 ","7","15-1","Joel Dominguez","Juan Larrosa"
"2021-10-20","DED","2","Dirt","Wholeshackshimmies"," 8 ","8","8-1","Ashley Broussard","Randy Degeyter, Jr."
"2021-10-20","DED","3","Dirt","Cabro Toro"," 1 ","1","20-1","Paulina Ramirez","Judy Beavin"
"2021-10-20","DED","3","Dirt","Runwildwithdreams"," 2 ","2","10-1","Juan Vargas","Steven Duke"
"2021-10-20","DED","3","Dirt","My Little Leo"," 3 ","3","7-2","Alexander Castillo","Kenneth Westlye"
"2021-10-20","DED","3","Dirt","Ronalds Gatsby"," 4 ","4","6-1","Odilon Martinez","Rafael Gomez"
"2021-10-20","DED","3","Dirt","Big Results"," 5 ","5","20-1","Efigenio Ruiz","Veronica Davis"
"2021-10-20","DED","3","Dirt","Bourbon Sky"," 6 ","6","5-2","Joel Dominguez","Keith Bourgeois"
"2021-10-20","DED","3","Dirt","As Thunder Heart"," 7 ","7","4-1","Kevin Smith","Edith Mojica"
"2021-10-20","DED","3","Dirt","Major Griffin"," 8 ","8","10-1","Devin Magnon","Tim Dixon"
"2021-10-20","DED","3","Dirt","Gray Dane"," 9 ","9","10-1","Gerard Melancon","Dane Noel"
"2021-10-20","DED","3","Dirt","Primary Solution","10 ","10","15-1","Carlos Marquez","Cortland Harrison"
"2021-10-20","DED","3","Dirt","Gtuone Buck","11 ","11","15-1","Joe Stokes","Emile Schwandt"
"2021-10-20","DED","3","Dirt","Letstakeitoutside","12 ","12","6-1","Pedro Cotto, Jr.","Justin Jeansonne"
"2021-10-20","DED","4","Dirt","Grace of David"," 1 ","1","15-1","Jose Guerrero","Patti Turner"
"2021-10-20","DED","4","Dirt","Goodnightsugar"," 2 ","2","15-1","Alex Birzer","Timothy Martin"
"2021-10-20","DED","4","Dirt","Honest N Lucky"," 3 ","3","12-1","Alexander Castillo","Tim Dixon"
"2021-10-20","DED","4","Dirt","Kodiak Sky"," 4 ","4","8-5","Timothy Thornton","Karl Broberg"
"2021-10-20","DED","4","Dirt","Charzee Baby"," 5 ","5","9-2","Kevin Smith","Randy Degeyter, Jr."
"2021-10-20","DED","4","Dirt","Tiz One Fee"," 6 ","6","7-2","Diego Saenz","Eduardo Ramirez"
"2021-10-20","DED","4","Dirt","Kinley Cash"," 7 ","7","12-1","Kevin Roman","Isai Gonzalez"
"2021-10-20","DED","4","Dirt","Miss Neko"," 8 ","8","4-1","Roberto Morales","Samuel Breaux"
"2021-10-20","DED","5","Dirt","I'm Always Late"," 1 ","1","12-1","Pedro Cotto, Jr.","Edith Mojica"
"2021-10-20","DED","5","Dirt","Mean Cruiser"," 2 ","2","10-1","Joe Stokes","Kearney Segura"
"2021-10-20","DED","5","Dirt","Texas Crossbow"," 3 ","3","5-1","Timothy Thornton","Karl Broberg"
"2021-10-20","DED","5","Dirt","Move It"," 4 ","4","5-2","Diego Saenz","Edward Cox"
"2021-10-20","DED","5","Dirt","Von Dom"," 5 ","5","12-1","Ashley Broussard","Ricky Courville"
"2021-10-20","DED","5","Dirt","Rockin Rog"," 6 ","6","15-1","Alex Birzer","Henry Guillory, Jr."
"2021-10-20","DED","5","Dirt","Kenai Star"," 7 ","7","20-1","Alberto Pusac","Henry West, Jr."
"2021-10-20","DED","5","Dirt","Jonathan Who"," 8 ","8","8-1","Jose Guerrero","Isai Gonzalez"
"2021-10-20","DED","5","Dirt","Stone Secret"," 9 ","9","7-2","Ry Eikleberry","Tony Rengstorf"
"2021-10-20","DED","5","Dirt","Blazing Fire","10 ","10","6-1","Ty Kennedy","Cortland Harrison"
"2021-10-20","DED","5","Dirt","B B Moody","11 ","11","6-1","Joel Dominguez","Eduardo Ramirez"
"2021-10-20","DED","5","Dirt","G Don't Know","12 ","12","10-1","Ry Eikleberry","Eldon Hall"
"2021-10-20","DED","6","Dirt","Wise Guy","1  ","3","9-5","Timothy Thornton","Karl Broberg"
"2021-10-20","DED","6","Dirt","Relax Town","1A ","7","9-5","Timothy Thornton","Karl Broberg"
"2021-10-20","DED","6","Dirt","Rare Strain","2  ","1","3-1","Joe Stokes","Dale White, Sr."
"2021-10-20","DED","6","Dirt","Diside","3  ","2","10-1","Joel Dominguez","Ronnie Ward"
"2021-10-20","DED","6","Dirt","Sobek"," 4 ","4","8-1","Josean Rivera","Veronica Davis"
"2021-10-20","DED","6","Dirt","Brithasgoldencents"," 5 ","5","15-1","Kevin Roman","David Gomez"
"2021-10-20","DED","6","Dirt","Papaws Boy"," 6 ","6","9-2","Alexander Castillo","Sarah Delany"
"2021-10-20","DED","6","Dirt","Last to Know","7  ","8","15-1","Kevin Smith","Randy Shamsie, Sr."
"2021-10-20","DED","6","Dirt","Pleasant Vision","8  ","9","6-1","Diego Saenz","Samuel Breaux"
