"Track","RaceNumber","HorsesRunning"
"CNL","6","9"
"CNL","7","12"
"CNL","9","11"
"CNL","10","11"
"CNL","11","11"
"CNL","12","14"
"DMR","4","9"
"DMR","5","11"
"DMR","6","14"
"DMR","7","9"
"DMR","9","9"
"DMR","11","11"
"ELP","5","11"
"ELP","7","12"
"ELP","8","10"
"ELP","9","13"
"ELP","10","12"
"GG","8","13"
"GG","11","10"
"GP","1","9"
"GP","2","11"
"GP","5","14"
"GP","10","11"
"LA","7","9"
"LA","8","9"
"LRL","4","9"
"LS","1","12"
"LS","5","9"
"LS","6","10"
"LS","9","12"
"MNR","1","10"
"MNR","2","9"
"MTH","1","10"
"MTH","3","9"
"MTH","7","14"
"MTH","9","11"
"PRM","7","9"
"PRM","11","11"
"RUI","1","10"
"RUI","3","11"
"RUI","5","10"
"RUI","7","9"
"RUI","8","12"
"RUI","9","10"
"RUI","10","10"
"SAR","4","9"
"SAR","6","11"
"SAR","7","9"
"SAR","8","11"
"SAR","10","9"
"WYO","1","10"
"WYO","2","9"
"WYO","3","9"
"WYO","4","9"
"WYO","5","9"
"WYO","7","10"
"WYO","8","10"
"WYO","10","10"
