"Track","RaceNumber","HorsesRunning"
"ARP","1","14"
"ARP","2","9"
"ARP","6","9"
"ARP","8","11"
"CBY","6","9"
"CBY","7","9"
"CBY","8","9"
"DEL","4","13"
"DEL","7","11"
"FMT","8","10"
"FMT","9","9"
"FMT","10","10"
"FMT","12","10"
"FP","3","10"
"FP","5","10"
"FP","7","10"
"GRP","3","10"
"GRP","4","10"
"GRP","7","10"
"GRP","8","10"
"IND","4","11"
"IND","6","13"
"IND","7","9"
"IND","8","13"
"IND","9","12"
"LAD","4","11"
"LAD","5","9"
"LAD","6","13"
"LAD","7","10"
"LS","1","12"
"LS","6","10"
"LS","8","9"
"LS","9","11"
"MNR","1","10"
"MNR","2","9"
"MNR","3","9"
"MNR","5","9"
"MNR","7","10"
"MNR","8","9"
"MNR","9","12"
"PRM","2","9"
"PRM","3","9"
"PRM","11","13"
"PRX","4","12"
"PRX","5","10"
"PRX","7","13"
"PRX","9","11"
"TDN","1","10"
"TDN","2","11"
"TDN","7","11"
