"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-09-27","BEL","MAIDEN SPECIAL WEIGHT ","1","Twice a Lady","7-2"," 1 ","1","FTL","Declaration of War"
"2020-09-27","BEL","MAIDEN SPECIAL WEIGHT ","1","Tabula Rasa","8-1"," 2 ","2","FTL","Stephanoatsee"
"2020-09-27","GP","MAIDEN CLAIMING($10,000) ","3","Shortlister","5-1"," 3 ","3","FTL","Currency Swap"
"2020-09-27","LA","MAIDEN ","4","Favorite One","7-2"," 3 ","3","FTL","Favorite Cartel"
"2020-09-27","LA","MAIDEN ","6","Val Bank","10-1"," 1 ","1","FTL","Seperate Interest"
"2020-09-27","LA","MAIDEN ","6","Very Particular","6-1"," 5 ","5","FTL","Bf Farm Boss"
"2020-09-27","LA","CLAIMING($16,000) ","7","Kiss My Foose","3-1"," 6 ","6","FTL","Foose"
"2020-09-27","LS","MAIDEN CLAIMING($5,000) ","1","Zef Chupacabras","30-1"," 7 ","7","FTL","Jess Call Me Leader"
"2020-09-27","LS","ALLOWANCE OPTIONAL CLAIMING($10,000) ","3","RB GAIM CHANGER","5-2"," 2 ","2","FTL","Aim South"
"2020-09-27","LS","MAIDEN CLAIMING($10,000) ","8","Fc Strait Tothemoney","20-1","10 ","10","FTL","Strait Dallas Fuel"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","3","Cash Kid","6-1"," 1 ","1","FTL","Revolutionary"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","3","Counterfeitcurency","8-1"," 3 ","3","FTL","Currency Swap"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","3","Magic Election","5-1"," 7 ","7","FTL","Magician*Ire"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","6","Pleasant Value","6-1"," 2 ","2","FTL","Ride On Curlin"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","6","Lizard King","4-5"," 4 ","4","FTL","Union Rags"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","6","Daisy's Doc","6-1","11 ","11","FTL","Americain"
"2020-09-27","MTH","MAIDEN SPECIAL WEIGHT ","6","Night Things","7-2","12 ","12","FTL","Medaglia d'Oro"
"2020-09-27","MTH","MAIDEN CLAIMING($10,500) ","11","Sir Thaddeus","9-2"," 5 ","5","FTL","Distorted Humor"
"2020-09-27","RP","MAIDEN CLAIMING($25,000) ","1","Purse Seiner","15-1"," 3 ","3","FTL","I Want Revenge"
"2020-09-27","RP","MAIDEN SPECIAL WEIGHT ","6","Underdog","12-1"," 5 ","5","FTL","Majestic City"
"2020-09-27","WRD","MAIDEN ","10","Eyeza Dunkel Bully","12-1"," 6 ","6","FTL","Eyes for Fame"
"2020-09-27","WRD","MAIDEN ","10","Wholotta","12-1"," 7 ","7","FTL","Lota Pyc"
