"Track","RaceNumber","HorsesRunning"
"CT","5","11"
"CT","6","9"
"CT","8","10"
"FG","1","10"
"FG","2","11"
"FG","3","9"
"FG","5","10"
"FG","7","14"
"FG","9","11"
"FG","10","11"
"GG","7","11"
"GP","5","10"
"GP","9","9"
"GP","10","13"
"HOU","5","10"
"HOU","7","9"
"HOU","8","10"
"HOU","10","12"
"OP","1","9"
"OP","3","9"
"OP","4","11"
"OP","5","10"
"OP","7","10"
"OP","9","13"
"RP","2","9"
"RP","5","10"
"RP","9","9"
"RP","11","12"
"TP","1","9"
"TP","2","9"
"TP","3","11"
"TP","4","10"
"TP","5","13"
"TP","6","9"
"TP","8","11"
"TUP","1","12"
"TUP","9","9"
"TUP","10","9"
