"Track","RaceNumber","HorsesRunning"
"AQU","8","9"
"CT","5","9"
"CT","8","9"
"EQC","1","10"
"EQC","3","11"
"EQC","4","9"
"FG","1","10"
"FG","2","9"
"FG","3","10"
"FG","4","12"
"FG","6","9"
"FG","7","9"
"FG","9","15"
"FG","10","11"
"FON","3","9"
"FON","8","9"
"GG","5","9"
"GG","7","9"
"GG","9","9"
"GP","1","9"
"GP","5","9"
"GP","7","10"
"GP","9","16"
"GP","10","9"
"GP","12","15"
"HOU","3","12"
"HOU","5","12"
"HOU","6","10"
"HOU","7","12"
"HOU","9","9"
"HOU","10","10"
"KAR","1","12"
"KAR","2","11"
"KAR","3","13"
"KAR","4","21"
"KAR","6","13"
"KAR","7","14"
"KAR","8","16"
"LA","5","10"
"LA","8","9"
"LAD","3","9"
"LAD","4","9"
"LAD","5","10"
"LRL","2","9"
"LRL","5","10"
"LRL","6","9"
"LRL","8","10"
"MAY","2","14"
"MAY","3","14"
"MAY","4","14"
"MAY","5","14"
"MVR","5","9"
"MVR","7","9"
"MVR","8","10"
"SA","1","9"
"SA","7","10"
"SA","8","10"
"SA","9","11"
"TAM","2","11"
"TAM","7","10"
"TAM","8","10"
"TAM","9","11"
