"Track","RaceNumber","HorsesRunning"
"AQU","1","16"
"AQU","2","9"
"AQU","3","9"
"AQU","6","15"
"AQU","7","13"
"AQU","8","15"
"AQU","9","15"
"AQU","10","12"
"FG","3","9"
"FG","5","10"
"FG","7","12"
"GP","1","10"
"GP","3","16"
"GP","4","9"
"GP","6","11"
"GP","7","16"
"GP","8","11"
"GP","9","9"
"GP","10","10"
"GP","11","11"
"HAW","1","11"
"HAW","8","11"
"LA","7","9"
"LRC","4","12"
"LRC","7","9"
"MNR","7","9"
"MNR","8","9"
"OP","1","9"
"OP","3","9"
"OP","5","10"
"OP","6","10"
"OP","7","9"
"OP","8","10"
"OP","9","11"
"TP","1","9"
"TP","2","14"
"TP","3","10"
"TP","4","10"
"TP","5","14"
"TP","6","13"
"TP","7","14"
"TP","8","12"
"ZIA","2","12"
"ZIA","5","12"
"ZIA","6","11"
"ZIA","9","11"
"ZIA","10","11"
