"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","4","12"
"ALB","5","12"
"ALB","6","9"
"ALB","7","10"
"ALB","8","10"
"ALB","10","12"
"AP","6","9"
"AP","7","9"
"AP","8","9"
"BTP","1","9"
"BTP","3","11"
"BTP","6","11"
"BTP","8","11"
"CT","8","9"
"EQA","1","13"
"EQA","2","12"
"EQA","3","13"
"EQA","4","10"
"EQA","5","11"
"GG","3","11"
"GG","4","9"
"GG","6","12"
"GG","7","9"
"GG","8","9"
"GP","1","15"
"GP","3","11"
"GP","5","14"
"GP","6","10"
"GP","7","9"
"GP","9","12"
"LRL","2","12"
"LRL","4","14"
"LRL","5","9"
"LRL","6","14"
"LRL","7","13"
"LRL","8","13"
"LRL","9","10"
"PEN","1","12"
"PEN","2","12"
"PEN","3","12"
"PEN","7","9"
"PEN","9","10"
"PEN","11","10"
"PRM","6","9"
"PRM","7","9"
"PRM","8","9"
"PRM","10","10"
"RP","1","9"
"RP","2","10"
"RP","3","10"
"RP","5","10"
"RP","9","10"
