"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-12-23","DED","MAIDEN CLAIMING($10,000) ","1","Strawberry Summer","12-1"," 8 ","8","FTL","Costa Rising"
"2020-12-23","DED","MAIDEN CLAIMING($10,000) ","9","In Coming J","15-1"," 1 ","1","FTL","Tight Grip"
"2020-12-23","PEN","CLAIMING($5,000) ","3","Best Secrets Kept","12-1","11 ","11","FTL","El Padrino"
"2020-12-23","PRX","MAIDEN SPECIAL WEIGHT ","7","Everymothersprayer","7-2","3  ","2","FTL","Kantharos"
"2020-12-23","TAM","MAIDEN CLAIMING($16,000) ","5","Drakesboro Wildcat","15-1"," 7 ","7","FTL","Get Stormy"
"2020-12-23","ZIA","MAIDEN SPECIAL WEIGHT ","10","Peewee's Lady","12-1"," 3 ","3","FTL","Silver Wagon"
"2020-12-23","ZIA","MAIDEN SPECIAL WEIGHT ","10","Unbridled Diva","12-1"," 5 ","5","FTL","Laugh Track"
"2020-12-23","ZIA","MAIDEN SPECIAL WEIGHT ","10","Marking Time","15-1"," 6 ","6","FTL","Marking"
"2020-12-23","ZIA","MAIDEN SPECIAL WEIGHT ","10","Attacking Girl","20-1"," 9 ","9","FTL","Shooter"
"2020-12-23","ZIA","MAIDEN SPECIAL WEIGHT ","10","Why Baby Why","8-1","10 ","10","FTL","Laugh Track"
