"Track","RaceNumber","HorsesRunning"
"AQU","8","9"
"CT","5","9"
"CT","8","10"
"EQA","1","10"
"EQA","2","13"
"EQA","3","13"
"EQA","4","10"
"EQC","3","9"
"FG","1","9"
"FG","2","11"
"FG","3","10"
"FG","4","10"
"FG","6","10"
"FG","7","10"
"FG","8","16"
"FG","9","11"
"GP","1","9"
"GP","5","9"
"GP","7","13"
"GP","9","16"
"GP","10","11"
"HOU","1","9"
"HOU","5","10"
"HOU","6","9"
"HOU","8","11"
"HOU","9","9"
"KDF","3","24"
"LRL","3","10"
"LRL","5","12"
"LRL","6","12"
"LRL","8","10"
"LRL","9","13"
"OP","3","10"
"OP","5","14"
"OP","6","9"
"OP","7","11"
"OP","9","10"
"PEN","3","12"
"PEN","11","9"
"SA","3","10"
"SA","5","14"
"SA","8","9"
"TAM","3","12"
"TAM","5","12"
"TAM","8","11"
"TAM","9","14"
"TP","1","11"
"TP","2","10"
"TP","4","14"
"TP","5","14"
"TP","6","12"
"TP","7","13"
"TP","8","14"
"TUP","1","10"
"TUP","2","10"
"TUP","6","10"
"TUP","7","11"
