"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-04-05","DED","1","Dirt","Wicked Fitz"," 1 ","1","15-1","Jose Guerrero","Ronnie Ward"
"2021-04-05","DED","1","Dirt","Cajun Berti"," 2 ","2","15-1","Casey Fusilier","Anthony Agilar"
"2021-04-05","DED","1","Dirt","Coast Guardsman"," 3 ","3","9-2","Gerard Melancon","Isai Gonzalez"
"2021-04-05","DED","1","Dirt","Mail Man Johnny"," 4 ","4","8-1","Jarred Journet","Scott Gelner"
"2021-04-05","DED","1","Dirt","Feller"," 5 ","5","8-1","Jansen Melancon","Houston Cormier"
"2021-04-05","DED","1","Dirt","Tapped to the Max"," 6 ","6","9-5","Thomas Pompell","Scott Gelner"
"2021-04-05","DED","1","Dirt","Crusader Express"," 7 ","7","6-1","Diego Saenz","Eduardo Ramirez"
"2021-04-05","DED","1","Dirt","Chairman Moo"," 8 ","8","7-2","Joel Dominguez","Steven Asmussen"
"2021-04-05","DED","2","Dirt","Goddard"," 1 ","1","8-5","Alex Birzer","Todd Fincher"
"2021-04-05","DED","2","Dirt","Grand Design"," 2 ","2","5-2","Diego Saenz","Thomas Amoss"
"2021-04-05","DED","2","Dirt","Balky"," 3 ","3","10-1","Jansen Melancon","Scott Gelner"
"2021-04-05","DED","2","Dirt","Cool Power"," 4 ","4","5-1","Thomas Pompell","Scott Gelner"
"2021-04-05","DED","2","Dirt","Run Fast"," 5 ","5","4-1","Joel Dominguez","Steven Asmussen"
"2021-04-05","DED","2","Dirt","Sonny Gets Blue"," 6 ","6","8-1","Efigenio Ruiz","Henry West, Jr."
"2021-04-05","DED","3","Dirt","Elisher"," 1 ","1","6-1","Timothy Thornton","Allen Landry"
"2021-04-05","DED","3","Dirt","Sassy's Prospector"," 2 ","2","15-1","Antonio Quiles","Thomas Sam"
"2021-04-05","DED","3","Dirt","Blue Ridge Boogie"," 3 ","3","20-1","Casey Fusilier","Alan Klanfer"
