"Track","RaceNumber","HorsesRunning"
"BEL","1","9"
"BEL","3","9"
"BEL","6","9"
"BEL","7","9"
"BEL","8","12"
"BEL","10","11"
"CD","6","13"
"CD","8","11"
"CD","9","9"
"CD","10","9"
"DMR","5","10"
"DMR","6","10"
"DMR","7","10"
"DMR","9","13"
"GG","10","10"
"GP","5","9"
"GP","7","9"
"GP","9","10"
"GRP","4","10"
"HAW","1","10"
"HAW","3","12"
"HAW","4","10"
"HAW","7","9"
"HAW","8","10"
"HAW","9","9"
"LA","7","9"
"LA","10","9"
"LRL","1","14"
"LRL","3","16"
"LRL","5","16"
"LRL","6","11"
"LRL","8","14"
"LS","1","10"
"LS","2","9"
"LS","3","9"
"LS","4","9"
"LS","5","9"
"LS","6","9"
"LS","7","9"
"LS","8","9"
"LS","9","10"
"LS","10","9"
"UNI","1","10"
"UNI","4","12"
"WRD","3","10"
"WRD","4","10"
"WRD","5","10"
"WRD","6","10"
"WRD","8","10"
"WRD","9","10"
"WRD","10","10"
"WRD","11","10"
"ZIA","1","12"
"ZIA","2","11"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","6","10"
"ZIA","7","9"
"ZIA","8","9"
"ZIA","9","9"
"ZIA","10","11"
