"Track","RaceNumber","HorsesRunning"
"ARP","3","9"
"ARP","4","10"
"ARP","6","10"
"CBY","5","11"
"CBY","7","11"
"CBY","8","11"
"CBY","9","9"
"CNL","6","13"
"CNL","7","14"
"CNL","8","12"
"CNL","9","14"
"DEL","2","9"
"DEL","4","9"
"DEL","5","9"
"DEL","7","14"
"FL","4","9"
"FL","5","9"
"FL","6","9"
"FL","7","9"
"FL","8","10"
"FP","2","10"
"FP","5","10"
"FP","7","10"
"IND","3","9"
"IND","6","9"
"IND","7","9"
"IND","8","9"
"IND","9","14"
"IND","10","12"
"LAD","7","9"
"LS","1","12"
"LS","5","12"
"LS","6","12"
"LS","8","10"
"LS","9","12"
"MNR","3","9"
"MNR","8","9"
"MNR","9","9"
"PID","5","11"
"PID","8","12"
"PRM","8","13"
"PRM","9","9"
"PRM","11","10"
"PRX","2","10"
"PRX","4","16"
"PRX","5","10"
"PRX","7","10"
"PRX","8","10"
"PRX","9","9"
"PRX","10","12"
"TDN","1","9"
"TDN","3","9"
