"Track","RaceNumber","HorsesRunning"
"ARP","2","10"
"ARP","4","9"
"ARP","5","9"
"ARP","7","9"
"BTP","3","9"
"BTP","6","12"
"BTP","7","9"
"BTP","8","9"
"CBY","8","9"
"CNL","2","10"
"CNL","5","10"
"CNL","6","10"
"CNL","7","10"
"CNL","9","10"
"DEL","4","11"
"DEL","7","9"
"EMD","4","9"
"EMD","7","11"
"EMD","10","10"
"EVD","1","9"
"EVD","2","9"
"EVD","5","12"
"EVD","6","10"
"EVD","7","13"
"EVD","8","9"
"EVD","9","13"
"IND","5","10"
"IND","7","10"
"IND","8","10"
"IND","9","11"
"LAD","5","14"
"LS","1","12"
"LS","4","11"
"LS","6","12"
"LS","7","11"
"LS","8","9"
"LS","9","11"
"MNR","1","10"
"MNR","2","10"
"MNR","3","9"
"PEN","1","11"
"PEN","2","11"
"PEN","3","12"
"PEN","5","9"
"PEN","7","9"
"PEN","9","9"
"PEN","10","9"
"PEN","11","9"
"PID","8","9"
"PRX","4","11"
"PRX","5","9"
"PRX","6","14"
"PRX","7","13"
"PRX","10","12"
"SAR","2","9"
"SAR","3","11"
"SAR","6","9"
"SAR","7","10"
"SAR","8","9"
"SAR","9","9"
"SAR","10","10"
"TDN","1","10"
"TDN","2","10"
"TDN","3","9"
