"Track","RaceNumber","HorsesRunning"
"AQU","7","9"
"CT","5","11"
"CT","7","9"
"CT","8","9"
"EQA","1","10"
"EQA","2","9"
"EQA","3","14"
"EQC","3","10"
"FG","2","9"
"FG","4","11"
"FG","6","12"
"FG","8","12"
"FG","9","10"
"GP","1","10"
"GP","10","10"
"HOU","3","9"
"HOU","5","12"
"HOU","7","9"
"HOU","8","11"
"LA","5","9"
"LRL","5","10"
"LRL","6","10"
"LRL","7","9"
"LRL","9","10"
"LRL","10","14"
"OP","1","10"
"OP","3","9"
"OP","4","9"
"OP","5","10"
"OP","6","9"
"OP","7","9"
"OP","8","10"
"OP","9","12"
"PEN","3","10"
"PEN","4","9"
"PEN","9","9"
"SA","3","9"
"SA","7","9"
"SA","9","10"
"TAM","5","10"
"TAM","6","9"
"TAM","7","14"
"TAM","8","14"
"TAM","9","9"
"TP","1","10"
"TP","2","11"
"TP","3","14"
"TP","4","14"
"TP","5","14"
"TP","6","13"
"TP","7","12"
"TP","9","13"
"TUP","3","9"
"TUP","8","9"
