"Track","RaceNumber","HorsesRunning"
"DMR","3","12"
"DMR","4","11"
"DMR","5","10"
"DMR","6","11"
"DMR","7","10"
"DMR","9","11"
"DMR","10","11"
"DMR","11","14"
"ELP","5","10"
"ELP","7","9"
"ELP","8","10"
"ELP","9","12"
"ENG-CTM","1","12"
"ENG-CTM","2","9"
"ENG-CTM","3","10"
"ENG-CTM","4","10"
"ENG-CTM","7","10"
"ENG-CTM","8","12"
"FMT","5","9"
"FMT","6","10"
"FMT","7","10"
"FMT","9","10"
"FMT","10","9"
"FMT","11","10"
"FMT","12","10"
"GP","2","13"
"GP","6","9"
"GP","10","15"
"GP","11","16"
"LA","8","10"
"LS","1","13"
"LS","3","10"
"LS","4","9"
"LS","5","9"
"LS","6","10"
"LS","8","9"
"LS","9","9"
"MNR","1","9"
"MNR","2","9"
"MTH","1","9"
"MTH","4","10"
"MTH","7","10"
"MTH","10","9"
"MTH","12","9"
"PLN","7","12"
"PLN","8","9"
"PLN","9","10"
"PRM","1","9"
"PRM","3","10"
"RUI","1","10"
"RUI","2","12"
"RUI","4","12"
"RUI","5","10"
"RUI","6","10"
"RUI","7","12"
"RUI","8","12"
"RUI","9","10"
"RUI","10","12"
"SAR","3","16"
"SAR","5","11"
"SAR","6","11"
"SAR","7","9"
"SAR","10","16"
"WYO","1","10"
"WYO","4","9"
"WYO","5","10"
"WYO","7","9"
"WYO","8","9"
"WYO","9","10"
"WYO","10","10"
