"Track","RaceNumber","HorsesRunning"
"BEL","2","14"
"BEL","6","12"
"BEL","8","11"
"BEL","9","9"
"BEL","10","9"
"BEL","11","16"
"CT","2","10"
"CT","5","9"
"CT","6","10"
"CT","7","10"
"CT","8","10"
"CT","9","12"
"DEL","3","9"
"DEL","5","11"
"DEL","7","9"
"EVD","2","10"
"EVD","4","9"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"FNO","6","9"
"FNO","8","9"
"GP","5","12"
"GP","7","9"
"GP","10","11"
"HAW","2","9"
"HAW","4","14"
"HAW","5","10"
"HAW","6","12"
"HAW","7","12"
"HAW","8","12"
"HAW","9","11"
"IND","1","9"
"IND","2","9"
"IND","3","10"
"IND","4","10"
"IND","5","10"
"IND","13","10"
"IND","14","9"
"KEE","1","10"
"KEE","2","10"
"KEE","3","13"
"KEE","5","10"
"KEE","8","13"
"KEE","9","13"
"KEE","10","13"
"KEE","11","11"
"KES","2","13"
"KES","3","13"
"LA","4","9"
"LA","7","9"
"LA","10","10"
"LRL","1","13"
"LRL","3","10"
"LRL","5","13"
"LRL","7","9"
"LRL","8","10"
"LRL","9","16"
"LS","1","10"
"LS","4","10"
"LS","5","10"
"LS","6","10"
"LS","7","10"
"LS","8","12"
"LS","9","12"
"LS","10","12"
"LS","11","9"
"MED","1","9"
"MED","2","14"
"MED","3","14"
"MED","4","12"
"MED","5","10"
"MED","6","10"
"MID","6","11"
"MID","8","11"
"RP","2","9"
"RP","6","12"
"RP","8","9"
"RP","9","10"
"SA","3","9"
"SA","5","14"
"SA","7","10"
"SA","8","9"
"SA","9","14"
"WRD","1","9"
"WRD","5","9"
"WRD","8","9"
"WRD","9","9"
