"Track","RaceNumber","HorsesRunning"
"ARP","1","10"
"ARP","2","9"
"ARP","5","11"
"ARP","6","10"
"ARP","7","11"
"BTP","5","10"
"BTP","8","12"
"CBY","7","10"
"CBY","8","9"
"CNL","2","10"
"CNL","5","9"
"CNL","6","10"
"CNL","7","10"
"CNL","8","10"
"CNL","9","11"
"FL","5","12"
"FL","6","10"
"FL","7","10"
"FL","8","10"
"FP","3","10"
"FP","6","9"
"FP","7","9"
"IND","2","13"
"IND","3","9"
"IND","4","11"
"IND","6","10"
"IND","7","11"
"IND","8","11"
"IND","9","9"
"IND","10","12"
"LAD","4","9"
"LAD","5","9"
"LAD","6","9"
"LAD","7","10"
"LS","1","12"
"LS","2","9"
"LS","4","11"
"LS","5","10"
"LS","6","12"
"LS","7","9"
"LS","8","10"
"LS","9","11"
"MNR","1","9"
"MNR","5","9"
"MNR","9","13"
"PID","4","12"
"PID","5","10"
"PID","6","9"
"PID","8","10"
"PRX","3","9"
"PRX","4","9"
"PRX","5","14"
"PRX","8","10"
"PRX","10","9"
"TDN","7","9"
