"Track","RaceNumber","HorsesRunning"
"AP","6","10"
"AP","8","10"
"BTP","8","9"
"CBY","5","9"
"CBY","6","9"
"CBY","7","10"
"CBY","8","10"
"CBY","9","9"
"CBY","10","11"
"CT","5","11"
"CT","8","11"
"DEL","2","12"
"DEL","4","13"
"DEL","5","9"
"DEL","6","10"
"DEL","8","9"
"DMR","3","10"
"DMR","4","9"
"DMR","5","10"
"DMR","6","9"
"DMR","8","10"
"EMD","8","9"
"EVD","3","9"
"EVD","5","10"
"EVD","7","9"
"HOU","1","12"
"HOU","2","13"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"IND","6","10"
"IND","7","10"
"IND","10","10"
"SAR","1","9"
"SAR","2","12"
"SAR","3","13"
"SAR","4","9"
"SAR","5","12"
"SAR","6","12"
"SAR","7","13"
"SAR","8","10"
"SAR","9","9"
"SAR","10","15"
"TDN","2","11"
