"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-06-12","AP","MAIDEN CLAIMING($10,000) ","8","Symbolist","10-1"," 1 ","1","FTL","Daaher"
"2021-06-12","AP","MAIDEN CLAIMING($10,000) ","8","Look Away","8-1"," 6 ","6","FTL","Tizway"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","2","Vindictive","7-2"," 1 ","1","FTL","Uncle Mo"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","2","Miles D","5-2"," 2 ","2","FTL","Curlin"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","2","Ghostconqueror","20-1"," 3 ","3","FTL","Ghostzapper"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","2","Beatbox","6-1"," 5 ","5","FTL","Pioneerof the Nile"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","4","Bunker Hill","20-1"," 4 ","4","FTL","War Front"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","4","Big Everest (GB)","4-1"," 5 ","5","FTL","The Gurkha*Ire"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","4","Treason","12-1"," 8 ","8","FTL","Constitution"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","6","Overlook Road","8-1"," 3 ","3","FTL","Quality Road"
"2021-06-12","BEL","MAIDEN SPECIAL WEIGHT ","6","Angelou","3-1"," 6 ","6","FTL","Curlin"
"2021-06-12","BEL","MAIDEN CLAIMING($40,000) ","10","Barre","7-2"," 6 ","6","FTL","Mizzen Mast"
"2021-06-12","BEL","MAIDEN CLAIMING($40,000) ","10","Fattoria","12-1"," 8 ","8","FTL","Tizway"
"2021-06-12","BEL","MAIDEN CLAIMING($40,000) ","10","Hit the Nail","4-1","15 ","15","FTL","Musketier*Ger"
"2021-06-12","CT","ALLOWANCE ","2","Rocket Appeal","6-1"," 1 ","1","FTL","Officer Rocket*GB"
"2021-06-12","DED","MAIDEN ","1","Igotyourdashtocash","12-1"," 2 ","2","FTL","Igotyourtac"
"2021-06-12","DED","MAIDEN ","1","In the Cartel","15-1"," 6 ","6","FTL","The Louisiana Cartel"
"2021-06-12","DED","MAIDEN ","3","Blue Dashn","20-1","10 ","10","FTL","Jess Louisiana Blue"
"2021-06-12","DED","MAIDEN ","5","Bigg Daddys Bac","10-1"," 5 ","5","FTL","Big Daddy Cartel"
"2021-06-12","DEL","MAIDEN CLAIMING($16,000) ","1","Magic Melody","8-1"," 3 ","3","FTL","Jimmy Creed"
"2021-06-12","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Zacapa Centenario","12-1"," 6 ","6","FTL","Gandhi"
"2021-06-12","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Mentalist","6-1"," 7 ","7","FTL","Ghostzapper"
"2021-06-12","DEL","WAIVER MAIDEN CLAIMING($20,000) ","5","Midnight Rider","12-1"," 1 ","1","FTL","Black Onyx"
"2021-06-12","DEL","WAIVER MAIDEN CLAIMING($20,000) ","5","Heroic Deed","10-1"," 6 ","6","FTL","War Dancer"
"2021-06-12","DEL","WAIVER MAIDEN CLAIMING($20,000) ","5","Undaunted Rags","8-1"," 9 ","9","FTL","Union Rags"
"2021-06-12","DEL","MAIDEN CLAIMING($10,000) ","8","Steel City","3-1"," 5 ","5","FTL","Mr Speaker"
"2021-06-12","EVD","MAIDEN SPECIAL WEIGHT ","1","Faithful Austin","2-1","1  ","3","FTL","V. E. Day"
"2021-06-12","EVD","MAIDEN SPECIAL WEIGHT ","1","Foxy Austin","2-1","1A ","5","FTL","Bahamian Squall"
"2021-06-12","EVD","MAIDEN SPECIAL WEIGHT ","1","Both Ours","3-1"," 4 ","4","FTL","Half Ours"
"2021-06-12","EVD","MAIDEN SPECIAL WEIGHT ","1","Iron Banner","8-5","5  ","6","FTL","Iron Fist"
"2021-06-12","EVD","MAIDEN CLAIMING($10,000) ","5","Prissy Jaden","12-1"," 3 ","3","FTL","Wilburn"
"2021-06-12","EVD","MAIDEN CLAIMING($10,000) ","5","Stormy Collision","4-1"," 6 ","6","FTL","Zong"
"2021-06-12","EVD","MAIDEN CLAIMING($10,000) ","5","Light as a Whisper","5-2"," 7 ","7","FTL","Awesome Bet"
"2021-06-12","EVD","MAIDEN SPECIAL WEIGHT ","6","Windsor Academy","5-2"," 2 ","2","FTL","Temple City"
"2021-06-12","FAN","MAIDEN SPECIAL WEIGHT ","4","Locamotor","10-1"," 1 ","1","FTL","Uncle Mo"
"2021-06-12","FMT","CLAIMING($15,000) ","6","Mims Lips","5-1"," 6 ","6","FTL","Jess Lips"
"2021-06-12","FMT","MAIDEN CLAIMING($10,000) ","7","Tequila Sunrise","4-1"," 6 ","6","FTL","Corona Surfer"
"2021-06-12","FMT","MAIDEN ","8","First Cartes Cartel","15-1"," 3 ","3","FTL","Carters Cartel"
"2021-06-12","GG","MAIDEN CLAIMING($8,000) ","1","Running Luck","5-1"," 4 ","4","FTL","Run It"
"2021-06-12","GG","MAIDEN SPECIAL WEIGHT ","4","Tess's Wild Cat","3-1"," 4 ","4","FTL","Ministers Wild Cat"
"2021-06-12","GG","MAIDEN SPECIAL WEIGHT ","4","Mickey Dobbs","5-1"," 6 ","6","FTL","Haynesfield"
"2021-06-12","GG","MAIDEN SPECIAL WEIGHT ","4","Striking Sermon","6-1","10 ","10","FTL","Rousing Sermon"
"2021-06-12","GG","MAIDEN CLAIMING($8,000) ","6","Waterfall","6-1"," 8 ","8","FTL","Dialed In"
"2021-06-12","GP","MAIDEN CLAIMING($20,000) ","6","High Glory","10-1"," 5 ","5","FTL","High Cotton"
"2021-06-12","HOU","MAIDEN CLAIMING($10,000) ","1","Angel Eyes Jill","6-1"," 7 ","7","FTL","A Prime Time"
"2021-06-12","HOU","MAIDEN ","5","A Fast Prize","8-1"," 7 ","7","FTL","A Revenant"
"2021-06-12","HOU","Miss Sam Houston S.","6","Coronados Lil Lady","6-1"," 1 ","1","FTL","Coronado Cartel"
"2021-06-12","HOU","MAIDEN ","11","Volcom Strike","7-2"," 2 ","2","FTL","Volcom"
"2021-06-12","HOU","MAIDEN ","11","Jess a Sweet Moon","10-1"," 4 ","4","FTL","Moonin the Eagle"
"2021-06-12","HOU","MAIDEN ","11","Jammas Powertrain","20-1"," 5 ","5","FTL","Freighttrain B"
"2021-06-12","HOU","MAIDEN ","11","Miss Capo","12-1"," 7 ","7","FTL","Capo de Capi"
"2021-06-12","HOU","MAIDEN ","11","Dm Itsgoodtobeme","5-2"," 8 ","8","FTL","Furyofthewind"
"2021-06-12","LS","MAIDEN SPECIAL WEIGHT ","6","Irish Unity","5-2"," 2 ","2","FTL","Pioneerof the Nile"
"2021-06-12","LS","MAIDEN SPECIAL WEIGHT ","6","Genomic","5-1"," 3 ","3","FTL","Street Sense"
"2021-06-12","LS","MAIDEN SPECIAL WEIGHT ","6","Some Dude","12-1"," 5 ","5","FTL","Wilburn"
"2021-06-12","LS","MAIDEN CLAIMING($7,500) ","7","Moro Nala","12-1"," 3 ","3","FTL","Moro Tap"
"2021-06-12","MTH","MAIDEN CLAIMING($14,000) ","7","She Broke My Heart","7-2"," 6 ","6","FTL","Admiral Kitten"
