"Track","RaceNumber","HorsesRunning"
"ARP","1","11"
"ARP","4","9"
"ARP","5","10"
"CBY","6","11"
"CNL","2","9"
"CNL","5","11"
"CNL","7","12"
"CNL","9","13"
"CNL","12","10"
"DEL","4","14"
"DEL","7","14"
"DEL","8","12"
"IND","4","10"
"IND","5","10"
"IND","6","10"
"IND","8","14"
"LS","1","12"
"LS","2","9"
"LS","3","12"
"LS","4","10"
"LS","5","12"
"LS","6","13"
"LS","7","9"
"LS","8","14"
"LS","10","11"
"MNR","5","10"
"MNR","7","10"
"MNR","9","12"
"PID","3","9"
"PID","4","12"
"PID","5","12"
"PID","7","9"
"PID","8","9"
"PRM","9","9"
"PRX","4","9"
"PRX","6","9"
"PRX","8","9"
"PRX","9","11"
"TDN","1","12"
"TDN","2","9"
"TDN","6","11"
"TDN","7","9"
