"Track","RaceNumber","HorsesRunning"
"EQC","1","12"
"EQC","3","9"
"FG","4","9"
"FG","5","13"
"FG","6","15"
"FG","7","10"
"FG","8","16"
"FG","9","13"
"FON","5","10"
"FON","8","10"
"FON","9","10"
"GG","7","10"
"GP","8","12"
"GP","9","9"
"GP","11","13"
"LAD","4","10"
"LAD","5","9"
"LRL","5","11"
"LRL","7","9"
"OP","2","14"
"OP","4","10"
"OP","5","9"
"OP","7","9"
"OP","8","9"
"OP","10","14"
"RP","2","10"
"RP","5","10"
"RP","6","9"
"RP","8","12"
"SA","8","12"
"SA","9","9"
"TAM","3","11"
"TAM","7","10"
"TAM","8","11"
"TAM","9","12"
