"Track","RaceNumber","HorsesRunning"
"AQU","5","9"
"AQU","6","9"
"AQU","8","10"
"CT","7","9"
"DED","1","9"
"DED","6","12"
"DED","7","9"
"DED","8","10"
"DED","9","10"
"FG","3","9"
"FG","5","10"
"FG","6","15"
"FG","7","9"
"FG","8","12"
"FG","9","10"
"GP","5","10"
"GP","7","9"
"GP","9","11"
"GP","10","11"
"HOU","1","9"
"HOU","4","9"
"HOU","5","10"
"HOU","6","11"
"HOU","8","9"
"HOU","9","10"
"HOU","10","10"
"TP","1","11"
"TP","2","13"
"TP","3","14"
"TP","4","14"
"TP","5","14"
"TP","6","9"
"TP","7","12"
"TP","8","14"
"TUP","5","9"
"TUP","6","9"
"TUP","8","12"
"TUP","9","9"
