"Track","RaceNumber","HorsesRunning"
"AQU","2","11"
"AQU","5","16"
"AQU","6","12"
"AQU","9","11"
"CD","6","14"
"CD","8","12"
"CD","9","16"
"CD","10","10"
"EVD","2","9"
"EVD","5","9"
"EVD","7","10"
"EVD","8","9"
"EVD","9","9"
"GG","7","9"
"GPW","1","10"
"GPW","2","14"
"GPW","4","16"
"GPW","5","10"
"GPW","6","16"
"GPW","8","16"
"GPW","9","14"
"IND","2","9"
"IND","4","10"
"IND","5","12"
"IND","10","12"
"IND","11","12"
"LRL","2","12"
"LRL","3","11"
"LRL","4","10"
"LRL","5","14"
"LRL","6","16"
"LRL","7","10"
"LRL","8","10"
"LRL","9","9"
"RP","2","12"
"RP","3","9"
"RP","4","10"
"RP","5","9"
"RP","6","13"
"RP","7","9"
"RP","9","12"
