"Track","RaceNumber","HorsesRunning"
"AP","4","9"
"AP","5","9"
"AP","6","9"
"AP","8","11"
"BEL","2","9"
"BEL","5","9"
"BEL","6","9"
"BEL","9","14"
"BTP","5","10"
"BTP","8","9"
"CD","4","9"
"CD","5","9"
"CD","7","14"
"CD","9","10"
"CT","6","11"
"CT","8","11"
"EVD","5","10"
"EVD","9","9"
"GP","1","9"
"GP","4","9"
"GP","5","11"
"GP","10","11"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"HPO","3","10"
"HPO","5","10"
"LS","1","10"
"LS","4","12"
"LS","5","11"
"LS","6","11"
"LS","9","12"
"PEN","3","10"
"PEN","9","9"
"PEN","11","11"
"PIM","1","15"
"PIM","2","11"
"PIM","3","16"
"PIM","5","16"
"PIM","6","12"
"PIM","7","13"
"PIM","9","12"
"PIM","10","9"
"PIM","11","14"
"PIM","12","11"
"PIM","13","10"
"PIM","14","16"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","6","9"
"RP","7","9"
"RP","8","10"
"RP","9","10"
"RP","10","9"
"RP","11","10"
"SRP","1","9"
"SRP","3","9"
"SRP","4","11"
"SRP","5","10"
"SRP","9","9"
