"Track","RaceNumber","HorsesRunning"
"CD","3","10"
"CD","6","17"
"CD","7","10"
"CD","9","12"
"EVD","1","10"
"EVD","2","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","9","10"
"GPW","1","9"
"GPW","4","9"
"GPW","5","9"
"GPW","6","12"
"GPW","8","16"
"IND","2","12"
"IND","4","11"
"IND","7","12"
"IND","8","14"
"IND","9","11"
"IND","11","12"
"MNR","1","9"
"MNR","2","11"
"MNR","3","9"
"MNR","5","10"
"MNR","6","12"
"MNR","7","9"
"MNR","8","10"
"MNR","9","11"
"MVR","4","9"
"MVR","6","10"
"MVR","7","11"
"MVR","8","11"
"PEN","3","12"
"PEN","5","9"
"PEN","8","12"
"PEN","9","10"
"PEN","10","10"
"PEN","11","10"
"PRX","2","9"
"PRX","3","10"
"PRX","4","10"
"PRX","6","10"
"PRX","7","9"
"PRX","10","11"
"RP","1","10"
"RP","2","10"
"RP","3","11"
"RP","4","11"
"RP","5","14"
"RP","6","12"
"RP","7","9"
"RP","8","10"
"RP","9","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","10"
"ZIA","6","9"
"ZIA","7","12"
"ZIA","8","12"
