"Track","RaceNumber","HorsesRunning"
"DED","1","12"
"DED","3","12"
"DED","4","9"
"DED","5","12"
"DED","7","12"
"DED","9","10"
"MNR","5","9"
"MNR","6","9"
"MNR","8","10"
"MNR","9","11"
"MVR","6","9"
"MVR","7","9"
"MVR","8","11"
"PRX","3","9"
"PRX","4","11"
"PRX","5","10"
"PRX","6","12"
"PRX","7","11"
"PRX","8","11"
"PRX","9","13"
"PRX","10","13"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","6","12"
"ZIA","7","9"
"ZIA","8","11"
"ZIA","9","12"
"ZIA","10","10"
