"Track","RaceNumber","HorsesRunning"
"BEL","5","12"
"BEL","6","9"
"BEL","7","10"
"BEL","9","13"
"BTP","5","9"
"CD","2","9"
"CD","5","10"
"CD","6","12"
"CD","7","9"
"CD","8","17"
"CD","9","12"
"CT","3","9"
"CT","4","12"
"CT","5","11"
"CT","6","11"
"CT","8","13"
"EQA","2","9"
"EQA","3","12"
"EQC","3","10"
"EVD","5","12"
"EVD","6","12"
"EVD","7","9"
"EVD","9","14"
"GP","8","9"
"GP","9","12"
"HOU","1","10"
"HOU","2","9"
"HOU","3","10"
"HOU","4","10"
"HOU","5","9"
"HOU","6","9"
"HOU","7","10"
"HOU","8","9"
"HOU","9","9"
"HOU","10","10"
"HOU","11","10"
"HOU","12","9"
"HPO","5","9"
"LS","5","10"
"LS","9","10"
"PEN","3","10"
"PEN","5","9"
"PIM","4","16"
"PIM","5","10"
"PIM","6","9"
"PIM","9","9"
"PRM","8","9"
"RP","1","10"
"RP","2","9"
"RP","3","9"
"RP","4","9"
"RP","5","9"
"RP","6","9"
"RP","7","9"
"RP","8","9"
"RP","9","9"
"RP","10","9"
"RP","11","9"
"RP","12","9"
"SA","6","9"
"SA","8","10"
"SRP","1","12"
"SRP","3","9"
"SRP","6","9"
"SRP","7","10"
"SRP","8","9"
"SRP","9","9"
"SRP","10","10"
