"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-04-20","IND","MAIDEN CLAIMING($16,000) ","1","Happy Camper","8-5"," 5 ","5","FTL","Paynter"
"2021-04-20","IND","MAIDEN SPECIAL WEIGHT ","8","Shipshape","6-1"," 2 ","2","FTL","Midshipman"
"2021-04-20","IND","MAIDEN SPECIAL WEIGHT ","8","Longlivejustice","15-1"," 5 ","5","FTL","Harry's Holiday"
"2021-04-20","IND","MAIDEN SPECIAL WEIGHT ","8","Got Lost","10-1"," 6 ","6","FTL","Get Stormy"
"2021-04-20","IND","MAIDEN SPECIAL WEIGHT ","8","Victor's Majesty","30-1","10 ","10","FTL","Victor's Cry"
"2021-04-20","PRX","MAIDEN SPECIAL WEIGHT ","8","Powwa of Love","7-2","2X ","6","FTL","Uptowncharlybrown"
"2021-04-20","TUP","MAIDEN OPTIONAL CLAIMING($30,000) ","3","Meta J","5-1"," 2 ","2","FTL","Metaboss"
"2021-04-20","WRD","MAIDEN CLAIMING($15,000) ","4","Avah's Song","6-1"," 3 ","3","FTL","Decibel"
"2021-04-20","WRD","MAIDEN CLAIMING($15,000) ","4","Baja Rattle","5-1"," 4 ","4","FTL","Rattlesnake Bridge"
"2021-04-20","WRD","MAIDEN CLAIMING($7,500) ","6","Shannon's Quest","5-1"," 1 ","1","FTL","Cherokee Quest"
"2021-04-20","WRD","MAIDEN CLAIMING($7,500) ","6","Charlie Mo","3-1"," 3 ","3","FTL","Cinco Charlie"
