"Track","RaceNumber","HorsesRunning"
"AQU","2","16"
"AQU","3","13"
"AQU","5","12"
"AQU","6","15"
"AQU","7","11"
"AQU","8","13"
"AQU","9","16"
"AQU","10","14"
"CD","5","13"
"CD","7","9"
"CD","9","10"
"CT","1","12"
"CT","2","14"
"CT","4","13"
"CT","5","12"
"CT","6","11"
"CT","7","11"
"CT","8","14"
"DMR","7","10"
"DMR","8","12"
"EQA","1","11"
"EQA","2","15"
"EQA","3","11"
"EQA","4","13"
"EQA","5","12"
"EVD","2","10"
"EVD","3","10"
"EVD","4","9"
"EVD","5","10"
"EVD","6","10"
"EVD","7","9"
"EVD","8","10"
"EVD","9","10"
"GG","3","9"
"GG","5","9"
"GPW","1","11"
"GPW","5","12"
"GPW","6","9"
"GPW","7","15"
"GPW","9","12"
"HAW","1","9"
"HAW","3","14"
"HAW","5","9"
"HAW","7","10"
"HAW","8","10"
"HAW","9","12"
"LRL","5","9"
"LRL","7","11"
"LRL","8","11"
"LRL","9","13"
"PEN","2","12"
"PEN","3","12"
"PEN","5","11"
"PEN","6","9"
"PEN","7","9"
"PEN","8","12"
"PEN","10","10"
"PEN","11","12"
"RP","2","11"
"RP","5","12"
"RP","6","10"
"RP","8","12"
"RP","9","10"
