"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-10-02","BEL","MAIDEN CLAIMING($20,000) ","2","Madera","5-1"," 1 ","1","FTL","Ghostzapper"
"2020-10-02","BEL","MAIDEN SPECIAL WEIGHT ","4","Tactical Move","4-1"," 2 ","2","FTL","First Defence"
"2020-10-02","BEL","MAIDEN SPECIAL WEIGHT ","4","Yes I'm Looking","20-1"," 3 ","3","FTL","Lookin At Lucky"
"2020-10-02","BEL","MAIDEN SPECIAL WEIGHT ","4","Starfront","8-5"," 4 ","4","FTL","Malibu Moon"
"2020-10-02","BEL","MAIDEN SPECIAL WEIGHT ","4","Undine","8-1"," 6 ","6","FTL","Broken Vow"
"2020-10-02","BTP","MAIDEN CLAIMING($12,500) ","2","War Address","5-2","1A ","6","FTL","Declaration of War"
"2020-10-02","BTP","MAIDEN CLAIMING($12,500) ","2","Rocka Barry","10-1","2  ","1","FTL","Mark Valeski"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","4","Windy Corner","30-1"," 5 ","5","FTL","Super Saver"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","4","Playfulmisssamurai","10-1"," 6 ","6","FTL","First Samurai"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","4","Shan's Tiger","5-2"," 7 ","7","FTL","Tale of the Cat"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","4","Poca Mucha","12-1"," 9 ","9","FTL","Tourist"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","5","Big Truck","6-1"," 1 ","1","FTL","Birdrun"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","5","What a Beast","9-2"," 2 ","2","FTL","Violence"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","5","Run Rabbit","3-1"," 6 ","6","FTL","The Factor"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","6","Silver Maple","5-2"," 4 ","4","FTL","Creative Cause"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","6","Distorted Joke","7-2"," 5 ","5","FTL","Distorted Humor"
"2020-10-02","BTP","MAIDEN SPECIAL WEIGHT ","6","Joya Brillante","12-1"," 7 ","7","FTL","Gemologist"
"2020-10-02","BTP","MAIDEN CLAIMING($10,000) ","8","Tequila Flats","8-1"," 7 ","7","FTL","Colonel John"
"2020-10-02","CT","MAIDEN CLAIMING($4,500) ","2","Hunt Twenty Seven","10-1"," 2 ","2","FTL","Hunt Crossing"
"2020-10-02","EVD","ALLOWANCE ","7","Ms Vay Dell","10-1"," 3 ","3","FTL","Corona Caliente"
"2020-10-02","EVD","MAIDEN ","8","Southerns Patriot","20-1"," 6 ","6","FTL","Game Patriot"
"2020-10-02","EVD","MAIDEN CLAIMING($5,000) ","10","Ttt El Seniso","3-1"," 4 ","4","FTL","Mr Einstein"
"2020-10-02","GG","MAIDEN CLAIMING($18,000) ","4","Square Dreamer","8-1"," 6 ","6","FTL","Square Eddie"
"2020-10-02","GG","MAIDEN CLAIMING($18,000) ","6","Fromajacktoaking","8-1"," 2 ","2","FTL","Cairo Prince"
