"Track","RaceNumber","HorsesRunning"
"AQU","4","9"
"AQU","5","9"
"AQU","6","10"
"AQU","7","12"
"AQU","8","14"
"AQU","10","12"
"CD","3","10"
"CD","5","10"
"CD","6","15"
"CD","7","14"
"CD","8","12"
"CD","9","10"
"CD","10","13"
"DMR","6","9"
"DMR","8","9"
"GG","2","9"
"GG","6","10"
"GG","8","9"
"GPW","1","10"
"GPW","4","12"
"GPW","6","13"
"GPW","8","14"
"HAW","1","10"
"HAW","2","11"
"HAW","8","11"
"LA","8","10"
"LRL","2","11"
"LRL","4","11"
"LRL","5","16"
"LRL","6","15"
"LRL","7","10"
"LRL","8","11"
"LS","1","10"
"LS","2","10"
"LS","3","10"
"LS","4","10"
"LS","5","10"
"LS","6","10"
"LS","7","10"
"LS","8","10"
"LS","9","10"
"LS","10","10"
"LS","11","10"
"LS","12","10"
"LS","13","10"
"LS","14","9"
"LS","15","10"
"MNR","1","14"
"MNR","2","14"
"MNR","5","9"
"MNR","7","9"
"MNR","9","12"
"MR","1","10"
"MR","2","11"
"MR","3","11"
"WRD","3","9"
"WRD","6","9"
"WRD","7","10"
"WRD","8","10"
"WRD","9","10"
"WRD","10","10"
"WRD","11","10"
"WRD","12","10"
