"Track","RaceNumber","HorsesRunning"
"BEL","3","10"
"BEL","5","12"
"BEL","6","12"
"BEL","7","11"
"BEL","8","12"
"BEL","9","9"
"BEL","10","16"
"CBY","4","11"
"CBY","6","11"
"CD","3","12"
"CD","4","9"
"CD","5","9"
"CD","6","12"
"CD","8","17"
"CD","9","10"
"CD","10","14"
"EMD","5","9"
"EMD","8","10"
"GP","1","9"
"GP","3","10"
"GP","5","13"
"GP","6","9"
"GP","8","9"
"GP","10","10"
"LA","8","10"
"LAD","5","11"
"LS","1","9"
"LS","5","9"
"LS","6","10"
"LS","7","9"
"LS","8","10"
"LS","10","10"
"MNR","1","10"
"MNR","2","10"
"MNR","5","9"
"MNR","6","9"
"MNR","8","11"
"MTH","1","9"
"MTH","6","9"
"MTH","7","13"
"MTH","9","14"
"MTH","11","16"
"PIM","2","9"
"PIM","4","15"
"PIM","6","16"
"PLN","8","9"
"PRM","12","9"
"RUI","1","10"
"RUI","5","9"
"RUI","6","10"
"RUI","8","12"
"RUI","10","10"
"SA","5","14"
"SA","6","11"
"SA","10","9"
"SA","11","12"
"WYO","1","10"
"WYO","2","10"
"WYO","3","9"
