"Track","RaceNumber","HorsesRunning"
"AZD","3","11"
"BTP","5","13"
"BTP","8","9"
"CNL","1","11"
"CNL","2","10"
"CNL","3","14"
"CNL","4","10"
"CNL","5","12"
"CNL","6","10"
"CNL","8","10"
"CNL","9","14"
"DED","1","10"
"DED","3","9"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"FL","6","10"
"FMT","11","10"
"FMT","13","9"
"IND","6","9"
"IND","8","12"
"IND","9","10"
"LAD","1","10"
"MNR","1","9"
"PEN","2","9"
"PEN","3","12"
"PEN","4","11"
"PEN","8","9"
"PID","4","11"
"PID","5","11"
"PID","6","9"
"PID","8","10"
"PRX","4","11"
"PRX","6","11"
"PRX","7","10"
"PRX","8","10"
"PRX","10","9"
"TDN","5","13"
