"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-04-07","DED","MAIDEN SPECIAL WEIGHT ","3","Cameo Dancer","5-1","12 ","12","FTL","Cameo Appearance"
"2021-04-07","DED","MAIDEN CLAIMING($5,000) ","6","Run to Collect","6-1"," 7 ","7","FTL","Run Production"
"2021-04-07","LAD","MAIDEN ","4","Bo Up","15-1"," 1 ","1","FTL","Feature Mr Bojangles"
"2021-04-07","LAD","MAIDEN ","4","Tdz Foose Express","4-1"," 2 ","2","FTL","Foose"
"2021-04-07","LAD","MAIDEN ","4","Pyc My Henry","15-1"," 3 ","3","FTL","Jb Kool Baby"
"2021-04-07","LAD","MAIDEN ","4","Rollin Red Clover","12-1"," 5 ","5","FTL","Rollingintheclover"
"2021-04-07","MVR","MAIDEN SPECIAL WEIGHT ","5","Storm of Eighteen","4-1"," 5 ","5","FTL","Get Stormy"
"2021-04-07","MVR","MAIDEN SPECIAL WEIGHT ","5","Cabaret Fleur","20-1"," 9 ","9","FTL","Mixmaster"
"2021-04-07","MVR","MAIDEN SPECIAL WEIGHT ","8","Twerk","6-1"," 5 ","5","FTL","Speightster"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","3","Mesozoic","8-1","1  ","2","FTL","Munnings"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","3","Mystery Item","8-1","1A ","10","FTL","Twirling Candy"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","3","Catching the Wind","3-1","2  ","4","FTL","Justin Phillip"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","3","Miss Sprinkles","15-1"," 7 ","7","FTL","Smiling Tiger"
"2021-04-07","PEN","MAIDEN CLAIMING($10,500) ","9","Big Puma","8-1"," 3 ","3","FTL","Wicked Strong"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","10","Swift City","4-1","1  ","1","FTL","Jump Start"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","10","Traders Luck","4-1","1A ","6","FTL","Weigelia"
"2021-04-07","PEN","MAIDEN SPECIAL WEIGHT ","10","Golddigger's Dream","15-1"," 3 ","3","FTL","Golddigger's Boy"
"2021-04-07","TAM","ALLOWANCE OPTIONAL CLAIMING($75,000) ","5","Heat of the Night","8-1"," 5 ","5","FTL","Summer Front"
"2021-04-07","TAM","MAIDEN CLAIMING($16,000) ","6","S K Flyer","12-1"," 4 ","4","FTL","I Want Revenge"
"2021-04-07","TAM","ALLOWANCE ","7","Moon Me Again","12-1"," 6 ","6","FTL","Orb"
"2021-04-07","TAM","MAIDEN CLAIMING($16,000) ","9","Galleta","15-1","12 ","12","FTL","Wrote*Ire"
"2021-04-07","TUP","MAIDEN OPTIONAL CLAIMING($30,000) ","2","Don With the Wind","5-1"," 1 ","1","FTL","Second in Command"
"2021-04-07","TUP","MAIDEN OPTIONAL CLAIMING($30,000) ","2","Fearless Overcomer","6-1"," 2 ","2","FTL","Right Rigger"
"2021-04-07","WRD","MAIDEN SPECIAL WEIGHT ","2","Harpers Vision","6-1"," 2 ","2","FTL","Pollard's Vision"
"2021-04-07","WRD","MAIDEN SPECIAL WEIGHT ","2","Lady Tizford","3-1"," 6 ","6","FTL","Tiznow"
"2021-04-07","WRD","MAIDEN CLAIMING($15,000) ","6","Miss Keshar","4-1"," 6 ","6","FTL","Mr. Nightlinger"
