"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-01-25","DED","MAIDEN CLAIMING($10,000) ","1","Summertime Bandit","15-1"," 7 ","7","FTL","Brave Dave"
"2021-01-25","DED","MAIDEN CLAIMING($10,000) ","1","Gotta Reason","20-1"," 8 ","8","FTL","See Cee's Reason"
"2021-01-25","DED","MAIDEN CLAIMING($20,000) ","3","A. P. Style","15-1"," 2 ","2","FTL","Zong"
"2021-01-25","DED","MAIDEN CLAIMING($10,000) ","9","Witchy Devil","10-1"," 2 ","2","FTL","Daredevil"
"2021-01-25","DED","MAIDEN CLAIMING($10,000) ","9","Tiz Sassy","9-2"," 9 ","9","FTL","Morning Line"
"2021-01-25","LAD","MAIDEN ","5","Df Fabulous Sweetone","15-1"," 5 ","5","FTL","One Fabulous Eagle"
"2021-01-25","LAD","MAIDEN ","7","Jewels Candy Man","20-1"," 5 ","5","FTL","First Down Jewel"
"2021-01-25","MVR","MAIDEN SPECIAL WEIGHT ","1","Loose in Paradise","6-1"," 1 ","1","FTL","Fusaichi Pegasus"
"2021-01-25","PRX","MAIDEN CLAIMING($10,000) ","4","Stepping Forward","6-1","1  ","4","FTL","Mineshaft"
"2021-01-25","PRX","MAIDEN CLAIMING($10,000) ","4","Misbehaving Lady","6-1","1A ","9","FTL","Air Force Blue"
"2021-01-25","PRX","MAIDEN CLAIMING($25,000) ","5","Spun Run","4-1"," 4 ","4","FTL","Hard Spun"
"2021-01-25","PRX","MAIDEN CLAIMING($25,000) ","5","Texas Tudy","10-1"," 9 ","9","FTL","Uncle Lino"
"2021-01-25","PRX","MAIDEN CLAIMING($25,000) ","5","Lady Progurt","10-1","10 ","10","FTL","Talent Search"
"2021-01-25","PRX","ALLOWANCE OPTIONAL CLAIMING($50,000) ","8","Salt Plage","9-2"," 8 ","8","FTL","Quality Road"
