"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-06-12","BEL","1","Turf","Make Mischief","1  ","3","3-1","Joel Rosario","Mark Casse"
"2020-06-12","BEL","1","Turf","Mrs Frankel (IRE)","1A ","8","3-1","Jose Ortiz","Mark Casse"
"2020-06-12","BEL","1","Turf","Wink","2  ","1","6-1","Javier Castellano","Wesley Ward"
"2020-06-12","BEL","1","Turf","River Tiber","3  ","2","8-5","Irad Ortiz, Jr.","Wesley Ward"
"2020-06-12","BEL","1","Turf","Seguro"," 4 ","4","30-1","Kendrick Carmouche","James Chapman"
"2020-06-12","BEL","1","Turf","Zippy Baby"," 5 ","5","8-1","Joel Rosario","Dermot Magner"
"2020-06-12","BEL","1","Turf","Sky's Not Falling"," 6 ","6","10-1","Jorge Vargas, Jr.","Michael Trombetta"
"2020-06-12","BEL","1","Turf","Girl Dad"," 7 ","7","8-1","Manuel Franco","George Weaver"
"2020-06-12","BEL","1","Turf","Alda","8  ","9","5-1","John Velazquez","H. Motion"
"2020-06-12","BEL","2","Dirt","Peaches and Spice"," 1 ","1","50-1","Heman Harkie","John Quiles"
"2020-06-12","BEL","2","Dirt","Bustin to Please"," 2 ","2","7-2","Manuel Franco","Antonio Arriaga"
"2020-06-12","BEL","2","Dirt","Gentle Annie"," 3 ","3","8-1","Eric Cancel","Gary Sciacca"
"2020-06-12","BEL","2","Dirt","Letmetakethiscall"," 4 ","4","2-1","Dylan Davis","Orlando Noda"
"2020-06-12","BEL","2","Dirt","First Forever"," 5 ","5","12-1","Hector Diaz, Jr.","Randi Persaud"
"2020-06-12","BEL","2","Dirt","Flat Calm"," 6 ","6","15-1","Romero Maragh","Alexandra Hillegass"
"2020-06-12","BEL","2","Dirt","My Last Million"," 7 ","7","15-1","Luis Cardenas","Charlton Baker"
"2020-06-12","BEL","2","Dirt","Bertranda"," 8 ","8","9-5","Benjamin Hernandez","Mertkan Kantarmaci"
"2020-06-12","BEL","2","Dirt","Dragoness"," 9 ","9","30-1","Talbert Howell","Neville Henry"
"2020-06-12","BEL","3","Dirt","Coltandmississippi"," 1 ","1","2-1","Irad Ortiz, Jr.","Rudy Rodriguez"
"2020-06-12","BEL","3","Dirt","Bitumen"," 2 ","2","30-1","Romero Maragh","Jesus Romero"
"2020-06-12","BEL","3","Dirt","Vineyard Sound"," 3 ","3","15-1","Dylan Davis","Edmund Davis"
"2020-06-12","BEL","3","Dirt","Lazarus Project"," 4 ","4","6-1","Kendrick Carmouche","Bruce Levine"
"2020-06-12","BEL","3","Dirt","Long May You Run"," 5 ","5","5-2","Manuel Franco","Jamie Ness"
"2020-06-12","BEL","3","Dirt","Reed Kan"," 6 ","6","10-1","Benjamin Hernandez","Mertkan Kantarmaci"
"2020-06-12","BEL","3","Dirt","Creative Style"," 7 ","7","3-1","Eric Cancel","Edward Barker"
"2020-06-12","BEL","3","Dirt","Tale of Mist"," 8 ","8","10-1","Luis Cardenas","Randi Persaud"
"2020-06-12","BEL","4","Turf","King of Ranch","1  ","4","4-1","Jose Ortiz","Michael Maker"
"2020-06-12","BEL","4","Turf","Pretendant","1A ","12","4-1","Kendrick Carmouche","Derek Ryan"
"2020-06-12","BEL","4","Turf","Mr. Shortandsimple","2  ","1","3-1","Jorge Vargas, Jr.","Rudy Rodriguez"
"2020-06-12","BEL","4","Turf","Frosted Rose","3  ","2","12-1","Jose Lezcano","Michael Trombetta"
"2020-06-12","BEL","4","Turf","Arithmetic","4  ","3","2-1","Manuel Franco","Christophe Clement"
"2020-06-12","BEL","4","Turf","Torres Del Paine"," 5 ","5","6-1","Joel Rosario","H. Motion"
"2020-06-12","BEL","4","Turf","Cray Cray"," 6 ","6","30-1","Eric Cancel","Bruce Brown"
"2020-06-12","BEL","4","Turf","Super Wicked Charm"," 7 ","7","30-1","Ruben Silvera","Antonio Arriaga"
"2020-06-12","BEL","4","Turf","Rhythm Section"," 8 ","8","5-2","Irad Ortiz, Jr.","Todd Pletcher"
"2020-06-12","BEL","4","Turf","Make a Stand"," 9 ","9","8-1","Javier Castellano","Michael Trombetta"
"2020-06-12","BEL","4","Turf","Blood Moon","10 ","10","7-5","Irad Ortiz, Jr.","Danny Gargan"
"2020-06-12","BEL","4","Turf","Starship Bubba","11 ","11","15-1","Jorge Vargas, Jr.","Orlando Noda"
"2020-06-12","BEL","5","Dirt","Lottie's Mizzion","1  ","8","3-1","Jorge Vargas, Jr.","Jorge Abreu"
"2020-06-12","BEL","5","Dirt","Queenofeverything","1A ","15","3-1","Luis Cardenas","H. Bond"
"2020-06-12","BEL","5","Dirt","Mani Pedi","2  ","1","6-1","Manuel Franco","Chad Brown"
"2020-06-12","BEL","5","Dirt","Molly's Shrink","3  ","2","50-1","Benjamin Hernandez","Eduardo Jones"
"2020-06-12","BEL","5","Dirt","Idaka","4  ","3","50-1","Heman Harkie","Edward Barker"
"2020-06-12","BEL","5","Dirt","Keep Dreamin","5  ","4","8-1","Jose Ortiz","Steven Asmussen"
"2020-06-12","BEL","5","Dirt","Helen by Night","6  ","5","15-1","Reylu Gutierrez","Gary Sciacca"
"2020-06-12","BEL","5","Dirt","Fortune's Girl","7  ","6","20-1","Ruben Silvera","Gary Gullo"
"2020-06-12","BEL","5","Dirt","Whistlinginthedark","8  ","7","15-1","Kendrick Carmouche","Thomas Albertrani"
"2020-06-12","BEL","5","Dirt","Lovely Escort"," 9 ","9","20-1","Romero Maragh","James Ferraro"
"2020-06-12","BEL","5","Dirt","On to Cincinnati","10 ","10","50-1","Michael Luzzi","Bruce Levine"
"2020-06-12","BEL","5","Dirt","Kefaliani","11 ","11","6-1","Eric Cancel","Charlton Baker"
"2020-06-12","BEL","5","Dirt","She'sfirstclass","12 ","12","20-1","John Bisono","Herold Whylie"
"2020-06-12","BEL","5","Dirt","Charlotte Webley","13 ","13","5-2","Irad Ortiz, Jr.","Jeremiah Englehart"
"2020-06-12","BEL","5","Dirt","E Z Lorelle","14 ","14","30-1","Luis Cardenas","Orlando Noda"
"2020-06-12","BEL","6","Inner turf","Dyna Passer"," 1 ","1","6-1","Jose Ortiz","Thomas Albertrani"
"2020-06-12","BEL","6","Inner turf","Beau Belle"," 2 ","2","10-1","Manuel Franco","Thomas Albertrani"
"2020-06-12","BEL","6","Inner turf","Vortex Road"," 3 ","3","15-1","Kendrick Carmouche","Bruce Levine"
"2020-06-12","BEL","6","Inner turf","Matty's Magnum"," 4 ","4","15-1","Dylan Davis","David Donk"
"2020-06-12","BEL","6","Inner turf","Beale Street"," 5 ","5","8-1","Javier Castellano","Michael Matz"
"2020-06-12","BEL","6","Inner turf","The Great Johanna"," 6 ","6","2-1","Dylan Davis","James Ferraro"
"2020-06-12","BEL","6","Inner turf","Miss Munnings"," 7 ","7","4-1","John Velazquez","John Kimmel"
"2020-06-12","BEL","6","Inner turf","Wegetsdamunnys"," 8 ","8","5-1","Junior Alvarado","Christophe Clement"
"2020-06-12","BEL","6","Inner turf","Eliade (FR)"," 9 ","9","9-2","Joel Rosario","Chad Brown"
"2020-06-12","BEL","6","Inner turf","Noor Sahara (IRE)","10 ","10","3-1","Irad Ortiz, Jr.","Chad Brown"
"2020-06-12","BEL","7","Dirt","Sharp Starr"," 1 ","1","6-1","Jorge Vargas, Jr.","Horacio DePaz"
"2020-06-12","BEL","7","Dirt","Brooklyn Heights"," 2 ","2","20-1","Manuel Franco","Uriah St. Lewis"
"2020-06-12","BEL","7","Dirt","Ghostghostghost"," 3 ","3","12-1","Irad Ortiz, Jr.","Steven Asmussen"
"2020-06-12","BEL","7","Dirt","Vivazano"," 4 ","4","20-1","Javier Castellano","Philip Gleaves"
"2020-06-12","BEL","7","Dirt","Bankers Daughter"," 5 ","5","10-1","Dylan Davis","Michael Miceli"
"2020-06-12","BEL","7","Dirt","Allure Fortune"," 6 ","6","6-1","Junior Alvarado","Jeremiah Englehart"
"2020-06-12","BEL","7","Dirt","Eloquent Speaker"," 7 ","7","10-1","Jose Ortiz","Jeremiah Englehart"
"2020-06-12","BEL","7","Dirt","Masterof the Tunes"," 8 ","8","30-1","Romero Maragh","Joseph Lee"
"2020-06-12","BEL","7","Dirt","Voice of Spring"," 9 ","9","10-1","Jose Lezcano","Linda Rice"
"2020-06-12","BEL","7","Dirt","Calidad","10 ","10","5-1","Eric Cancel","Bruce Levine"
"2020-06-12","BEL","7","Dirt","Jewel of Arabia","11 ","11","2-1","Joel Rosario","Christophe Clement"
"2020-06-12","BEL","7","Dirt","Gen Z","12 ","12","30-1","Reylu Gutierrez","James Ferraro"
"2020-06-12","BEL","8","Turf","Sayyaaf"," 1 ","1","3-1","Javier Castellano","Chad Brown"
"2020-06-12","BEL","8","Turf","Chewing Gum"," 2 ","2","5-2","Joel Rosario","William Mott"
"2020-06-12","BEL","8","Turf","Explorationist"," 3 ","3","8-1","John Velazquez","Mark Casse"
"2020-06-12","BEL","8","Turf","Vision Perfect"," 4 ","4","15-1","Manuel Franco","Kelly Breen"
"2020-06-12","BEL","8","Turf","Fortune's Fool"," 5 ","5","10-1","Kendrick Carmouche","James Toner"
"2020-06-12","BEL","8","Turf","Backtohisroots"," 6 ","6","12-1","Jose Lezcano","John Terranova II"
"2020-06-12","BEL","8","Turf","Winston's Chance"," 7 ","7","10-1"," Rider TBA","David Donk"
"2020-06-12","BEL","8","Turf","Chateau"," 8 ","8","4-1"," Rider TBA","Rob Atras"
"2020-06-12","BEL","8","Turf","Dirty"," 9 ","9","6-1","Jose Ortiz","Jeremiah Englehart"
"2020-06-12","BEL","8","Turf","Abiding Star","10 ","10","30-1","Carol Cedeno","Edward Allard"
"2020-06-12","BEL","8","Turf","Identity Politics","11 ","11","7-2","Irad Ortiz, Jr.","Chad Brown"
"2020-06-12","BEL","9","Dirt","Bankit"," 1 ","1","7-2","Irad Ortiz, Jr.","Steven Asmussen"
"2020-06-12","BEL","9","Dirt","Whistling Birds"," 2 ","2","30-1","Kendrick Carmouche","Louis Linder, Jr."
"2020-06-12","BEL","9","Dirt","Funny Guy"," 3 ","3","20-1","Joel Rosario","John Terranova II"
"2020-06-12","BEL","9","Dirt","Build to Suit"," 4 ","4","9-2","Manuel Franco","Chad Brown"
"2020-06-12","BEL","9","Dirt","Blewitt"," 5 ","5","15-1","John Velazquez","Todd Pletcher"
"2020-06-12","BEL","9","Dirt","Honor Up"," 6 ","6","20-1","Javier Castellano","Michelle Nevin"
"2020-06-12","BEL","9","Dirt","Mr. Buff"," 7 ","7","6-5","Junior Alvarado","John Kimmel"
"2020-06-12","BEL","9","Dirt","Pat On the Back"," 8 ","8","5-1","Dylan Davis","Jeremiah Englehart"
"2020-06-12","BEL","9","Dirt","My Boy Tate"," 9 ","9","12-1","Jose Ortiz","Michelle Nevin"
"2020-06-12","BEL","10","Inner turf","Vriodini"," 1 ","1","50-1","Romero Maragh","Kim Laudati"
"2020-06-12","BEL","10","Inner turf","Shamrocket"," 2 ","2","3-1","Junior Alvarado","Christophe Clement"
"2020-06-12","BEL","10","Inner turf","Sandro the Great"," 3 ","3","12-1","Manuel Franco","Christophe Clement"
"2020-06-12","BEL","10","Inner turf","Reliability"," 4 ","4","8-1","Jose Lezcano","James Jerkens"
"2020-06-12","BEL","10","Inner turf","Tiz Envy"," 5 ","5","30-1","Eric Cancel","Amira Chichakly"
"2020-06-12","BEL","10","Inner turf","Bail Out"," 6 ","6","15-1","Luis Cardenas","Luis Miranda"
"2020-06-12","BEL","10","Inner turf","Stare Decisis"," 7 ","7","4-1","Irad Ortiz, Jr.","Chad Brown"
"2020-06-12","BEL","10","Inner turf","Astronaut"," 8 ","8","4-1","Jose Ortiz","Thomas Albertrani"
"2020-06-12","BEL","10","Inner turf","Commissioner Dave"," 9 ","9","50-1","Reylu Gutierrez","Uriah St. Lewis"
"2020-06-12","BEL","10","Inner turf","Seize the Hay","10 ","10","9-2","John Velazquez","Todd Pletcher"
"2020-06-12","BEL","10","Inner turf","Amano","11 ","11","6-1","Joel Rosario","Chad Brown"
"2020-06-12","BTP","1","Dirt","Abogada"," 1 ","1","7-2","Rafael Mojica, Jr.","Nancy Adams"
"2020-06-12","BTP","1","Dirt","Morty"," 2 ","2","6-1","Cory Orm","Williams Cano"
"2020-06-12","BTP","1","Dirt","Maleficent Queen"," 3 ","3","5-2","John McKee","Karyn Wittek"
"2020-06-12","BTP","1","Dirt","Miss Frank E"," 4 ","4","8-1","Perry Ouzts","Rick Jordan"
"2020-06-12","BTP","1","Dirt","Tenacious Sally"," 5 ","5","4-1","Kevin Jimenez","Claude Brownfield, III"
"2020-06-12","BTP","1","Dirt","Sperling"," 6 ","6","3-1","Edgar Perez","James Watkins"
"2020-06-12","BTP","2","Dirt","Lisnet","1  ","1","5-1","Isaias Ayala","Arnulfo Rangel"
"2020-06-12","BTP","2","Dirt","Nuttin But Runnin","1A ","2","5-1","Carlos Diaz","Arnulfo Rangel"
"2020-06-12","BTP","2","Dirt","Worthaprettypenny","2  ","3","2-1","John McKee","Eric Foster"
"2020-06-12","BTP","2","Dirt","Presi Plain Jane","3  ","4","6-1","Sonny Leon","Nancy Adams"
"2020-06-12","BTP","2","Dirt","Fides Ratio (FR)","4  ","5","4-1","Julie Burke","Danny Turner"
"2020-06-12","BTP","2","Dirt","Madam Novetzke","5  ","6","8-1","Rafael Mojica, Jr.","Larry Smith"
"2020-06-12","BTP","2","Dirt","Yellow Bird","6  ","7","6-1","Perry Ouzts","Larry Smith"
"2020-06-12","BTP","2","Dirt","Unscattered","7  ","8","10-1","Kevin Jimenez","Fernando Silva"
"2020-06-12","BTP","3","Dirt","My Little Lily"," 1 ","1","5-1","Luis Rivera","Jeffrey Radosevich"
"2020-06-12","BTP","3","Dirt","Lovely Lady Linda"," 2 ","2","5-2","Sonny Leon","Robert Cline"
"2020-06-12","BTP","3","Dirt","Mobil Song"," 3 ","3","8-1","Edgar Paucar","Richard Zielinski"
"2020-06-12","BTP","3","Dirt","Ting Tang"," 4 ","4","3-1","T. Houghton","Robert Gorham"
"2020-06-12","BTP","3","Dirt","Heidi's Back"," 5 ","5","4-1","Rogelio Miranda","Rusty Richards"
"2020-06-12","BTP","3","Dirt","Heaven Sent Angel"," 6 ","6","9-2","Rafael Mojica, Jr.","R. Patrick"
"2020-06-12","BTP","4","Dirt","Jersey Bounce","1  ","1","3-1","T. Houghton","Robert Gorham"
"2020-06-12","BTP","4","Dirt","Ruby Two Shoes","1A ","2","3-1","T. Houghton","Robert Gorham"
"2020-06-12","BTP","4","Dirt","Flat Out Beauty","2  ","3","5-1","Azael De Leon","Bruce Waltermire"
