"Track","RaceNumber","HorsesRunning"
"BEL","4","16"
"BEL","5","12"
"BEL","6","14"
"BEL","7","10"
"BEL","8","11"
"BEL","9","13"
"DMR","4","14"
"DMR","8","12"
"DMR","10","13"
"FMT","3","9"
"FMT","4","9"
"FMT","7","10"
"FMT","8","9"
"FMT","10","9"
"FMT","12","9"
"GP","1","16"
"GP","3","9"
"GP","5","13"
"GP","7","11"
"GP","8","11"
"GP","11","13"
"KEE","1","16"
"KEE","3","10"
"KEE","7","11"
"KEE","8","13"
"KEE","9","13"
"LS","1","10"
"LS","5","9"
"LS","6","10"
"LS","7","11"
"LS","8","10"
"MNR","1","9"
"MNR","2","9"
"MNR","3","10"
"MNR","4","9"
"MNR","8","10"
"MNR","9","9"
"MTH","1","14"
"MTH","3","10"
"MTH","5","9"
"MTH","7","14"
"MTH","9","9"
"PRM","9","10"
"PRM","12","9"
"RUI","1","9"
"RUI","2","12"
"RUI","3","12"
"RUI","4","9"
"RUI","5","12"
"RUI","6","12"
"RUI","7","12"
"RUI","8","12"
"RUI","9","12"
"RUI","10","12"
"WYO","1","10"
"WYO","2","9"
"WYO","3","10"
"WYO","4","10"
"WYO","5","10"
"WYO","6","9"
"WYO","7","10"
"WYO","8","9"
"WYO","9","9"
"WYO","10","10"
"WYO","11","9"
