"Track","RaceNumber","HorsesRunning"
"AP","7","10"
"BEL","1","9"
"BEL","2","10"
"BEL","4","16"
"BEL","5","13"
"BEL","6","10"
"BEL","8","11"
"BEL","9","11"
"CD","2","9"
"CD","3","10"
"CD","4","10"
"CD","5","11"
"CD","9","12"
"CD","10","11"
"CD","11","14"
"CD","12","18"
"CD","13","13"
"CT","8","9"
"EQA","2","13"
"EQA","3","14"
"EQC","4","10"
"EVD","5","11"
"EVD","7","14"
"EVD","8","10"
"EVD","9","12"
"FON","7","9"
"FON","8","10"
"FON","9","10"
"GG","8","10"
"GP","4","10"
"GP","6","9"
"GP","8","9"
"GP","9","13"
"HOU","1","9"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"LS","1","11"
"LS","5","9"
"LS","8","10"
"LS","9","12"
"OP","1","9"
"OP","2","9"
"OP","3","9"
"OP","4","12"
"OP","5","12"
"OP","6","11"
"OP","7","10"
"OP","8","12"
"OP","10","13"
"OP","11","13"
"PEN","3","10"
"PEN","11","9"
"PIM","5","9"
"PIM","9","14"
"PRM","7","9"
"RP","1","10"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","6","10"
"RP","7","10"
"RP","9","10"
"RP","11","10"
"RP","12","11"
"SRP","1","10"
"SRP","10","9"
"TAM","3","12"
"TAM","5","14"
"TAM","6","10"
"TAM","7","14"
"TAM","8","10"
"TAM","9","14"
"TUP","8","10"
"TUP","9","11"
"TUP","10","12"
"TUP","11","12"
