"Track","RaceNumber","HorsesRunning"
"BTP","7","10"
"FL","3","11"
"FL","4","11"
"FL","8","11"
"GRP","7","10"
"GRP","8","10"
"IND","2","9"
"IND","4","12"
"IND","8","12"
"IND","9","11"
"IND","10","12"
"KD","3","10"
"KD","4","10"
"KD","5","10"
"KD","6","9"
"KD","8","10"
"KD","10","11"
"KD","11","16"
"LAD","1","11"
"LAD","2","14"
"LAD","3","12"
"LAD","4","14"
"LAD","5","14"
"LAD","6","12"
"LAD","7","14"
"LAD","8","14"
"MNR","1","11"
"MNR","2","9"
"MNR","4","9"
"MNR","5","14"
"MNR","7","10"
"MNR","9","13"
"PID","4","11"
"PID","8","10"
"PRX","3","9"
"PRX","4","10"
"PRX","5","9"
"PRX","6","11"
"PRX","7","12"
"PRX","8","9"
"PRX","9","10"
"PRX","10","12"
"TDN","1","10"
"TDN","3","9"
