"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","4","16"
"AQU","5","9"
"AQU","7","16"
"AQU","8","12"
"AQU","9","12"
"CD","3","9"
"CD","6","10"
"CD","7","11"
"CD","9","15"
"CHA","3","10"
"DMR","3","9"
"DMR","7","10"
"DMR","9","10"
"GG","8","10"
"GP","1","9"
"GP","5","12"
"GP","6","10"
"GP","7","9"
"GP","9","10"
"GP","10","13"
"HAW","3","10"
"HAW","6","11"
"LA","9","9"
"LA","10","10"
"LRL","2","16"
"LRL","4","9"
"LRL","5","12"
"LRL","6","14"
"MNR","2","9"
"MNR","5","12"
"MNR","6","9"
"MNR","8","12"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","8","10"
"ZIA","9","10"
"ZIA","10","9"
