"Track","RaceNumber","HorsesRunning"
"AQU","7","10"
"AQU","9","11"
"EQC","2","9"
"EQC","3","10"
"FG","2","10"
"FG","4","12"
"FG","6","11"
"FG","8","13"
"GG","4","10"
"GG","10","9"
"GP","1","10"
"GP","5","11"
"GP","7","11"
"GP","10","16"
"LA","9","9"
"LA","10","10"
"LRL","5","10"
"OP","1","9"
"OP","2","14"
"OP","3","14"
"OP","5","13"
"OP","7","13"
"OP","8","13"
"OP","9","10"
"SA","1","12"
"SA","2","10"
"SA","4","10"
"SA","6","13"
"SA","10","10"
"SUN","2","12"
"SUN","3","9"
"SUN","4","12"
"SUN","5","9"
"SUN","8","9"
"SUN","9","9"
"TAM","7","14"
"TAM","8","10"
"TAM","9","14"
"TP","1","9"
"TP","2","11"
"TP","4","10"
"TP","5","11"
"TP","7","10"
"TP","8","13"
