"Track","RaceNumber","HorsesRunning"
"AQU","8","9"
"EQC","2","10"
"EQC","3","11"
"EQC","4","12"
"FG","1","9"
"FG","5","9"
"FG","6","9"
"FG","7","16"
"GG","2","10"
"GG","4","9"
"GG","5","10"
"GG","7","10"
"GG","8","12"
"GP","1","11"
"GP","3","11"
"GP","5","12"
"GP","6","11"
"GP","8","11"
"GP","11","16"
"LAD","5","9"
"LRL","7","9"
"OP","5","9"
"OP","6","9"
"OP","9","14"
"SA","2","11"
"SA","5","9"
"SA","6","10"
"SA","8","11"
"TAM","3","9"
"TAM","4","10"
"TAM","5","14"
"TAM","6","10"
"TAM","7","13"
"TAM","8","10"
"TAM","9","14"
