"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-10-12","FL","1","Dirt","Ohmygollymsmolly"," 1 ","1","3-2","Jose Baez","Christine Nunn"
"2021-10-12","FL","1","Dirt","Gonna Be Morgan"," 2 ","2","10-1","Nazario Alvarado","Debra Breed"
"2021-10-12","FL","1","Dirt","Chillinwithfriends"," 3 ","3","9-2","Luis Perez","Christopher Progno"
"2021-10-12","FL","1","Dirt","Chasing Losses"," 4 ","4","6-1","Wilfredo Rohena","Brent Bond"
"2021-10-12","FL","1","Dirt","I'm a Good Looker"," 5 ","5","5-1","Emanuel De Diego","Edward Babcock"
"2021-10-12","FL","1","Dirt","Comfortable Cat"," 6 ","6","5-2","Rodolfo Ignacio","Joseph Marino"
"2021-10-12","FL","2","Dirt","Tuckabuckaway"," 1 ","1","8-1","Carlos Camilo","Karl Grusmark"
"2021-10-12","FL","2","Dirt","Slashing"," 2 ","2","5-2","Kevin Navarro","James Acquilano"
"2021-10-12","FL","2","Dirt","Blizz"," 3 ","3","3-1","Wilfredo Rohena","Stephen Ubbink"
"2021-10-12","FL","2","Dirt","Canyon of Heros"," 4 ","4","7-2","John Davila, Jr.","Chris Englehart"
"2021-10-12","FL","2","Dirt","Lorcan"," 5 ","5","6-1","Emanuel De Diego","James Wright"
"2021-10-12","FL","2","Dirt","Boston Billy"," 6 ","6","6-1","Tammi Piermarini","Edward Babcock"
"2021-10-12","FL","2","Dirt","You've Got Male"," 7 ","7","12-1","Rodolfo Ignacio","Arcadio Lopez"
"2021-10-12","FL","3","Dirt","Fastelle"," 1 ","1","5-1","Jose Baez","Michael LeCesse"
"2021-10-12","FL","3","Dirt","Mission Cat"," 2 ","2","8-5","Oscar Gomez","Paul Barrow"
"2021-10-12","FL","3","Dirt","Delaware Destiny"," 3 ","3","10-1","Rodolfo Ignacio","Wayne Sparling"
"2021-10-12","FL","3","Dirt","Isle Storm"," 4 ","4","3-1","Nazario Alvarado","Linda Dixon"
