"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-02-05","AQU","MAIDEN CLAIMING($25,000) ","1","New South","6-1"," 6 ","6","FTL","Shackleford"
"2021-02-05","AQU","CLAIMING($25,000) ","2","Ghost Stalker","5-2"," 4 ","4","FTL","Exaggerator"
"2021-02-05","AQU","CLAIMING($25,000) ","2","Let's Workout","7-2"," 6 ","6","FTL","Outwork"
"2021-02-05","AQU","MAIDEN CLAIMING($25,000) ","4","Mill Stone Creek","20-1","2  ","3","FTL","Midshipman"
"2021-02-05","AQU","MAIDEN CLAIMING($25,000) ","4","Lovelee Honor","50-1","4  ","5","FTL","Honorable Dillon"
"2021-02-05","CT","MAIDEN CLAIMING($10,000) ","8","Grey Invasion","15-1"," 3 ","3","FTL","Normandy Invasion"
"2021-02-05","CT","MAIDEN CLAIMING($10,000) ","8","Bourbon Bryce","7-2"," 9 ","9","FTL","Itsmyluckyday"
"2021-02-05","EQA","MAIDEN CLAIMING($45,000) ","3","Soulong","4-1"," 1 ","1","FTL","Perfect Soul*Ire"
"2021-02-05","EQA","MAIDEN CLAIMING($45,000) ","3","Whiskey Vision","10-1"," 2 ","2","FTL","Silent Name*Jpn"
"2021-02-05","EQA","MAIDEN CLAIMING($45,000) ","3","Cross Indian","7-2"," 3 ","3","FTL","Cross Traffic"
"2021-02-05","EQA","MAIDEN CLAIMING($45,000) ","3","Daniel's Magic","8-1"," 5 ","5","FTL","Magician*Ire"
"2021-02-05","EQA","MAIDEN CLAIMING($45,000) ","3","Racing Ace","30-1"," 7 ","7","FTL","Upstart"
"2021-02-05","EQA","MAIDEN CLAIMING($45,000) ","3","Lance the Legend","3-1","13 ","12","FTL","Shanghai Bobby"
"2021-02-05","EQC","CLAIMING($10,500) ","2","Gardees World","6-1"," 2 ","2","FTL","Atticus"
"2021-02-05","EQC","CLAIMING($10,500) ","2","Righteously","3-1"," 5 ","5","FTL","Square Eddie"
"2021-02-05","EQC","CLAIMING($10,500) ","2","Cute Maui Girl","15-1"," 6 ","6","FTL","Haynesfield"
"2021-02-05","EQC","MAIDEN CLAIMING($22,500) ","4","Bingos System","4-1"," 2 ","2","FTL","Curlin to Mischief"
"2021-02-05","EQC","MAIDEN CLAIMING($22,500) ","4","Watchful Eye","10-1"," 3 ","3","FTL","Gervinho"
"2021-02-05","EQC","MAIDEN CLAIMING($22,500) ","4","Gamer Babz","8-1"," 7 ","7","FTL","Ministers Wild Cat"
"2021-02-05","FG","MAIDEN CLAIMING($12,500) ","1","Surprise Girl","8-1"," 3 ","3","FTL","Interest Rate"
"2021-02-05","FG","MAIDEN CLAIMING($40,000) ","4","Wherever He Is","5-1"," 3 ","3","FTL","Empire Maker"
"2021-02-05","FG","MAIDEN CLAIMING($40,000) ","4","Air Force Angel","6-1"," 6 ","6","FTL","Air Force Blue"
"2021-02-05","FG","ALLOWANCE OPTIONAL CLAIMING($50,000) ","6","Earth Strike (IRE)","8-1"," 1 ","1","FTL","Zoffany*Ire"
"2021-02-05","FG","ALLOWANCE OPTIONAL CLAIMING($50,000) ","6","Joqular","8-1"," 8 ","8","FTL","Hard Spun"
"2021-02-05","FG","MAIDEN SPECIAL WEIGHT ","7","Gros Rouge","8-1"," 1 ","1","FTL","Race Day"
"2021-02-05","FG","MAIDEN SPECIAL WEIGHT ","7","Who Took the Money","5-2"," 7 ","7","FTL","Street Boss"
"2021-02-05","GG","MAIDEN CLAIMING($8,000) ","1","Club Champ","1-1"," 2 ","2","FTL","Finnegans Wake"
"2021-02-05","GG","MAIDEN CLAIMING($8,000) ","1","Wynnville","6-1"," 5 ","5","FTL","Lakerville"
"2021-02-05","GG","MAIDEN CLAIMING($12,500) ","5","Cold Brew Kelly","4-1"," 1 ","1","FTL","California Chrome"
"2021-02-05","GG","MAIDEN CLAIMING($12,500) ","5","Janero Rose","12-1"," 2 ","2","FTL","Jeranimo"
"2021-02-05","GG","MAIDEN CLAIMING($12,500) ","5","Grand Slam Homerun","8-1"," 6 ","6","FTL","Kafwain"
"2021-02-05","GG","MAIDEN CLAIMING($12,500) ","6","Ardtrea","8-1"," 4 ","4","FTL","Northern Causeway"
"2021-02-05","GG","MAIDEN CLAIMING($12,500) ","6","Bandon Bridge","8-1"," 6 ","6","FTL","Unionize"
"2021-02-05","GG","MAIDEN CLAIMING($12,500) ","6","Fictional","7-2"," 7 ","7","FTL","Kafwain"
"2021-02-05","GG","CLAIMING($10,500) ","7","Gardees World","6-1"," 2 ","2","FTL","Atticus"
"2021-02-05","GG","CLAIMING($10,500) ","7","Righteously","3-1"," 5 ","5","FTL","Square Eddie"
"2021-02-05","GG","CLAIMING($10,500) ","7","Cute Maui Girl","15-1"," 6 ","6","FTL","Haynesfield"
"2021-02-05","GG","MAIDEN CLAIMING($22,500) ","8","Bingos System","4-1"," 2 ","2","FTL","Curlin to Mischief"
"2021-02-05","GG","MAIDEN CLAIMING($22,500) ","8","Watchful Eye","10-1"," 3 ","3","FTL","Gervinho"
"2021-02-05","GG","MAIDEN CLAIMING($22,500) ","8","Gamer Babz","8-1"," 7 ","7","FTL","Ministers Wild Cat"
"2021-02-05","GP","MAIDEN CLAIMING($16,000) ","1","Super Leggera","3-1"," 1 ","1","FTL","Gio Ponti"
"2021-02-05","GP","MAIDEN CLAIMING($16,000) ","1","La Guerrerita","10-1"," 2 ","2","FTL","With Distinction"
"2021-02-05","GP","MAIDEN CLAIMING($16,000) ","1","Sara Mia","15-1"," 7 ","7","FTL","English Channel"
"2021-02-05","GP","MAIDEN CLAIMING($16,000) ","1","Tami's Orchid","9-2","10 ","10","FTL","Super Saver"
"2021-02-05","GP","MAIDEN CLAIMING($16,000) ","1","Sum Nation","5-2","12 ","12","FTL","In Summation"
"2021-02-05","GP","MAIDEN CLAIMING($30,000) ","2","Karen's Way","6-1"," 4 ","4","FTL","Brody's Cause"
"2021-02-05","GP","MAIDEN CLAIMING($30,000) ","2","Yeguita Queen","9-2"," 8 ","8","FTL","Liam's Map"
"2021-02-05","GP","MAIDEN CLAIMING($12,500) ","5","El Tabernero One","30-1"," 4 ","4","FTL","Lookin At Lucky"
"2021-02-05","GP","MAIDEN CLAIMING($12,500) ","5","You're All Right","15-1"," 5 ","5","FTL","Gone Astray"
"2021-02-05","GP","MAIDEN CLAIMING($12,500) ","5","Champion Up","6-1"," 6 ","6","FTL","Carpe Diem"
"2021-02-05","GP","MAIDEN CLAIMING($12,500) ","5","Parmenides","30-1","10 ","10","FTL","Munnings"
"2021-02-05","GP","MAIDEN CLAIMING($12,500) ","5","Beeboo","2-1","11 ","11","FTL","Elusive Quality"
"2021-02-05","GP","ALLOWANCE ","8","Bailey","6-1"," 2 ","2","FTL","Brethren"
"2021-02-05","GP","ALLOWANCE ","8","Cajun Commander","9-2"," 4 ","4","FTL","Cajun Breeze"
"2021-02-05","GP","ALLOWANCE ","8","Ampersand","3-1"," 6 ","6","FTL","Speightster"
"2021-02-05","GP","MAIDEN CLAIMING($20,000) ","10","Gael Power","6-1"," 3 ","3","FTL","Soldat"
"2021-02-05","GP","MAIDEN CLAIMING($20,000) ","10","Congrats Again","6-1"," 5 ","5","FTL","Congrats"
"2021-02-05","GP","MAIDEN CLAIMING($20,000) ","10","Torque","20-1","10 ","10","FTL","Carpe Diem"
"2021-02-05","GP","MAIDEN CLAIMING($20,000) ","10","Kartano","15-1","12 ","12","FTL","Tamarkuz"
"2021-02-05","HOU","MAIDEN CLAIMING($15,000) ","2","A Date With Bling","6-1"," 4 ","4","FTL","Texas Bling"
"2021-02-05","HOU","MAIDEN CLAIMING($15,000) ","2","Mission Reality","15-1"," 8 ","8","FTL","Mission Impazible"
"2021-02-05","HOU","MAIDEN CLAIMING($15,000) ","2","Fox Appeal","5-1"," 9 ","9","FTL","Cairo Prince"
"2021-02-05","HOU","MAIDEN CLAIMING($5,000) ","10","Ultima Thule","15-1"," 4 ","4","FTL","Lookin At Lucky"
"2021-02-05","LRL","MAIDEN CLAIMING($20,000) ","4","Zaga","12-1"," 3 ","3","FTL","Tapizar"
"2021-02-05","LRL","MAIDEN CLAIMING($20,000) ","4","Fomo","15-1"," 5 ","5","FTL","Dominus"
"2021-02-05","LRL","MAIDEN CLAIMING($20,000) ","4","Portal One","2-1"," 7 ","7","FTL","Mineshaft"
"2021-02-05","LRL","MAIDEN CLAIMING($12,500) ","6","Baby Melissa","2-1"," 1 ","1","FTL","Union Rags"
"2021-02-05","LRL","MAIDEN CLAIMING($12,500) ","6","Mineshaft Magic","4-1"," 4 ","4","FTL","Mineshaft"
"2021-02-05","OP","WAIVER CLAIMING($25,000) ","1","Copley","12-1"," 1 ","1","FTL","Air Force Blue"
"2021-02-05","OP","WAIVER CLAIMING($25,000) ","1","Citi Charm","10-1"," 6 ","6","FTL","Palace"
"2021-02-05","OP","WAIVER MAIDEN CLAIMING($20,000) ","2","Frankies Moonshine","8-1"," 1 ","1","FTL","Moonshine Mullin"
"2021-02-05","OP","WAIVER MAIDEN CLAIMING($20,000) ","2","Tuesday","20-1"," 5 ","5","FTL","Commander's Shoes"
"2021-02-05","OP","WAIVER MAIDEN CLAIMING($20,000) ","2","Backgate Belle","8-1"," 9 ","9","FTL","Cyber Secret"
"2021-02-05","OP","WAIVER MAIDEN CLAIMING($20,000) ","2","Fancy Blaze","6-1","10 ","10","FTL","Prom Shoes"
"2021-02-05","OP","WAIVER MAIDEN CLAIMING($20,000) ","2","Little Burrito","20-1","11 ","11","FTL","Tizway"
"2021-02-05","OP","MAIDEN CLAIMING($10,000) ","3","Ambitiously Placed","2-1","2  ","1","FTL","Flat Out"
"2021-02-05","OP","MAIDEN CLAIMING($10,000) ","3","Jewel Azul","9-2","3  ","2","FTL","California Chrome"
"2021-02-05","OP","MAIDEN CLAIMING($25,000) ","6","Skywave","9-2"," 2 ","2","FTL","Sky Kingdom"
"2021-02-05","OP","MAIDEN CLAIMING($25,000) ","6","Kissofftheglass","15-1"," 4 ","4","FTL","Cairo Prince"
"2021-02-05","OP","MAIDEN CLAIMING($25,000) ","6","Stud Puppy","10-1"," 5 ","5","FTL","Super Saver"
"2021-02-05","OP","MAIDEN CLAIMING($25,000) ","6","Appraisal","10-1"," 6 ","6","FTL","Paynter"
"2021-02-05","OP","MAIDEN CLAIMING($25,000) ","6","Pizza Charlie","9-5"," 8 ","8","FTL","Verrazano"
"2021-02-05","OP","MAIDEN CLAIMING($25,000) ","6","Mega Charlie","3-1"," 9 ","9","FTL","Cinco Charlie"
"2021-02-05","OP","WAIVER CLAIMING($10,000) ","9","Perfect Mistake","9-2"," 8 ","8","FTL","Exaggerator"
"2021-02-05","PEN","MAIDEN CLAIMING($22,500) ","1","Empress Deona","12-1","4  ","3","FTL","Emperor Tiberius"
"2021-02-05","SA","MAIDEN SPECIAL WEIGHT ","1","Coulthard (IRE)","5-2"," 2 ","2","FTL","Coulsty*Ire"
"2021-02-05","SA","MAIDEN SPECIAL WEIGHT ","1","Got Curly","15-1"," 4 ","4","FTL","Super Saver"
