"Track","RaceNumber","HorsesRunning"
"ARP","1","10"
"ARP","2","10"
"ARP","4","9"
"BEL","1","10"
"BEL","2","9"
"BEL","4","9"
"BEL","5","10"
"BEL","6","9"
"BEL","7","15"
"BEL","8","10"
"BEL","9","10"
"BTP","2","9"
"BTP","3","9"
"BTP","4","9"
"BTP","5","9"
"BTP","6","12"
"BTP","7","9"
"BTP","8","10"
"CT","8","11"
"EQA","1","12"
"EQA","3","15"
"EQA","4","12"
"EQA","5","10"
"EVD","1","9"
"EVD","2","9"
"EVD","3","9"
"EVD","5","9"
"EVD","6","9"
"EVD","8","9"
"EVD","9","9"
"EVD","10","9"
"FNO","8","9"
"GP","9","10"
"HAW","2","10"
"HAW","4","13"
"HAW","5","9"
"HAW","6","14"
"HAW","9","13"
"KEE","2","16"
"KEE","4","9"
"KEE","6","13"
"KEE","7","13"
"KEE","9","12"
"KEE","10","16"
"LRL","2","13"
"LRL","5","12"
"LRL","6","11"
"LRL","8","12"
"LRL","9","15"
"LS","4","10"
"LS","5","10"
"LS","6","12"
"LS","7","10"
"LS","8","12"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"MED","1","9"
"MED","2","14"
"MED","3","12"
"MED","4","14"
"MED","5","14"
"MED","6","10"
"PEN","3","9"
"RP","6","14"
"RP","7","9"
"RP","8","11"
"RP","9","10"
"SA","3","12"
"SA","4","10"
"SA","8","9"
"SA","9","12"
"WRD","3","9"
"WRD","5","10"
"WRD","6","10"
"WRD","8","10"
"WRD","9","10"
