"Track","RaceNumber","HorsesRunning"
"CD","9","10"
"DED","1","9"
"DED","3","12"
"DED","4","9"
"DED","5","10"
"DED","7","9"
"DED","8","12"
"DED","9","12"
"EVD","6","10"
"FL","2","9"
"FL","8","9"
"MNR","3","9"
"MNR","5","9"
"MNR","8","10"
"MVR","5","10"
"MVR","8","11"
"PEN","3","12"
"PEN","6","9"
"PRX","1","9"
"PRX","2","11"
"PRX","3","10"
"PRX","4","12"
"PRX","5","9"
"PRX","6","11"
"PRX","7","10"
"PRX","8","10"
"PRX","9","10"
"PRX","10","12"
"TUP","2","12"
"TUP","8","9"
